season,week,contestant,interval_width,certainty,point_estimate,voting_method,has_judges_save,rule_era
2,5,Tia Carrere,1.0,1.0,1.0,rank,False,Early Rank (S1-2)
2,5,Lisa Rinna,1.0,1.0,0.5,rank,False,Early Rank (S1-2)
2,5,Jerry Rice,1.0,1.0,0.8333333333333334,rank,False,Early Rank (S1-2)
2,5,Stacy Keibler,1.0,1.0,0.16666666666666666,rank,False,Early Rank (S1-2)
2,5,Drew Lachey,1.0,1.0,0.3333333333333333,rank,False,Early Rank (S1-2)
2,5,George Hamilton,1.0,1.0,0.6666666666666666,rank,False,Early Rank (S1-2)
2,6,Lisa Rinna,1.0,1.0,1.0,rank,False,Early Rank (S1-2)
2,6,Jerry Rice,1.0,1.0,0.8,rank,False,Early Rank (S1-2)
2,6,Stacy Keibler,1.0,1.0,0.6,rank,False,Early Rank (S1-2)
2,6,Drew Lachey,1.0,1.0,0.4,rank,False,Early Rank (S1-2)
2,6,George Hamilton,1.0,1.0,0.2,rank,False,Early Rank (S1-2)
2,7,Drew Lachey,1.0,1.0,1.0,rank,False,Early Rank (S1-2)
2,7,Lisa Rinna,1.0,1.0,0.5,rank,False,Early Rank (S1-2)
2,7,Jerry Rice,1.0,1.0,0.75,rank,False,Early Rank (S1-2)
2,7,Stacy Keibler,1.0,1.0,0.25,rank,False,Early Rank (S1-2)
3,1,Emmitt Smith,0.8900020000000001,0.10999799999999993,0.01,percent,False,Percent Era (S3-27)
3,1,Vivica A. Fox,0.8900020000000001,0.10999799999999993,0.9,percent,False,Percent Era (S3-27)
3,1,Harry Hamlin,0.8900020000000001,0.10999799999999993,0.01,percent,False,Percent Era (S3-27)
3,1,Tucker Carlson,0.11521559005145796,0.884784409948542,0.01,percent,False,Percent Era (S3-27)
3,1,Joey Lawrence,0.8900020000000001,0.10999799999999993,0.01,percent,False,Percent Era (S3-27)
3,1,Shanna Moakler,0.8900020000000001,0.10999799999999993,0.01,percent,False,Percent Era (S3-27)
3,1,Sara Evans,0.8900020000000001,0.10999799999999993,0.01,percent,False,Percent Era (S3-27)
3,1,Monique Coleman,0.8900020000000001,0.10999799999999993,0.01,percent,False,Percent Era (S3-27)
3,1,Mario Lopez,0.8900020000000001,0.10999799999999993,0.01,percent,False,Percent Era (S3-27)
3,1,Willa Ford,0.8900020000000001,0.10999799999999993,0.01,percent,False,Percent Era (S3-27)
3,1,Jerry Springer,0.8900020000000001,0.10999799999999993,0.01,percent,False,Percent Era (S3-27)
3,2,Emmitt Smith,0.8739120434782609,0.1260879565217391,0.01,percent,False,Percent Era (S3-27)
3,2,Vivica A. Fox,0.8739120434782609,0.1260879565217391,0.01,percent,False,Percent Era (S3-27)
3,2,Harry Hamlin,0.8739130434782609,0.12608695652173907,0.014348826086956524,percent,False,Percent Era (S3-27)
3,2,Joey Lawrence,0.8739120434782609,0.1260879565217391,0.01,percent,False,Percent Era (S3-27)
3,2,Shanna Moakler,0.09434902608695653,0.9056509739130435,0.01,percent,False,Percent Era (S3-27)
3,2,Sara Evans,0.8739130434782609,0.12608695652173907,0.8882578695652174,percent,False,Percent Era (S3-27)
3,2,Monique Coleman,0.8739120434782609,0.1260879565217391,0.01,percent,False,Percent Era (S3-27)
3,2,Mario Lopez,0.8739130434782609,0.12608695652173907,0.014348826086956524,percent,False,Percent Era (S3-27)
3,2,Willa Ford,0.8739120434782609,0.1260879565217391,0.01,percent,False,Percent Era (S3-27)
3,2,Jerry Springer,0.8739130434782608,0.12608695652173918,0.023044478260869573,percent,False,Percent Era (S3-27)
3,3,Emmitt Smith,0.8906753285024154,0.10932467149758462,0.9151650821256038,percent,False,Percent Era (S3-27)
3,3,Vivica A. Fox,0.8906743285024155,0.10932567149758454,0.01,percent,False,Percent Era (S3-27)
3,3,Harry Hamlin,0.10594325120772946,0.8940567487922706,0.01,percent,False,Percent Era (S3-27)
3,3,Joey Lawrence,0.8906753285024155,0.10932467149758451,0.010001,percent,False,Percent Era (S3-27)
3,3,Sara Evans,0.8906743285024155,0.10932567149758454,0.01,percent,False,Percent Era (S3-27)
3,3,Monique Coleman,0.8906743285024155,0.10932567149758454,0.01,percent,False,Percent Era (S3-27)
3,3,Mario Lopez,0.8906753285024155,0.10932467149758451,0.010001,percent,False,Percent Era (S3-27)
3,3,Willa Ford,0.8906753285024155,0.10932467149758451,0.010001,percent,False,Percent Era (S3-27)
3,3,Jerry Springer,0.8906753285024154,0.10932467149758462,0.014831917874396128,percent,False,Percent Era (S3-27)
3,4,Emmitt Smith,0.8896969696969697,0.11030303030303035,0.010001,percent,False,Percent Era (S3-27)
3,4,Vivica A. Fox,0.11878912878787878,0.8812108712121212,0.01,percent,False,Percent Era (S3-27)
3,4,Joey Lawrence,0.8896959696969696,0.11030403030303038,0.8996929696969695,percent,False,Percent Era (S3-27)
3,4,Sara Evans,0.8896969696969697,0.11030303030303035,0.03020302020202021,percent,False,Percent Era (S3-27)
3,4,Monique Coleman,0.8896969696969697,0.11030303030303035,0.010001,percent,False,Percent Era (S3-27)
3,4,Mario Lopez,0.8896959696969696,0.11030403030303038,0.01,percent,False,Percent Era (S3-27)
3,4,Willa Ford,0.8896959696969696,0.11030403030303038,0.01,percent,False,Percent Era (S3-27)
3,4,Jerry Springer,0.8896969696969695,0.11030303030303046,0.02010201010101011,percent,False,Percent Era (S3-27)
3,5,Emmitt Smith,0.8857991049723757,0.11420089502762432,0.010001,percent,False,Percent Era (S3-27)
3,5,Joey Lawrence,0.8857991049723757,0.11420089502762432,0.021050723756906076,percent,False,Percent Era (S3-27)
3,5,Sara Evans,0.8857991049723756,0.11420089502762443,0.026575585635359132,percent,False,Percent Era (S3-27)
3,5,Monique Coleman,0.8857991049723757,0.11420089502762432,0.010001,percent,False,Percent Era (S3-27)
3,5,Mario Lopez,0.8857991049723757,0.11420089502762432,0.010001,percent,False,Percent Era (S3-27)
3,5,Willa Ford,0.12654430071033934,0.8734556992896607,0.01,percent,False,Percent Era (S3-27)
3,5,Jerry Springer,0.8857991049723756,0.11420089502762443,0.9123706906077347,percent,False,Percent Era (S3-27)
3,7,Emmitt Smith,0.950002,0.04999799999999999,0.01,percent,False,Percent Era (S3-27)
3,7,Joey Lawrence,0.950002,0.04999799999999999,0.01,percent,False,Percent Era (S3-27)
3,7,Monique Coleman,0.950002,0.04999799999999999,0.01,percent,False,Percent Era (S3-27)
3,7,Mario Lopez,0.950002,0.04999799999999999,0.96,percent,False,Percent Era (S3-27)
3,7,Jerry Springer,0.21963102962962966,0.7803689703703703,0.01,percent,False,Percent Era (S3-27)
3,8,Emmitt Smith,0.960002,0.03999799999999998,0.01,percent,False,Percent Era (S3-27)
3,8,Monique Coleman,0.24688223394495404,0.753117766055046,0.01,percent,False,Percent Era (S3-27)
3,8,Joey Lawrence,0.960002,0.03999799999999998,0.01,percent,False,Percent Era (S3-27)
3,8,Mario Lopez,0.960002,0.03999799999999998,0.97,percent,False,Percent Era (S3-27)
4,2,Heather Mills,0.873671469387755,0.12632853061224503,0.01,percent,False,Percent Era (S3-27)
4,2,Ian Ziering,0.873671469387755,0.12632853061224503,0.883668469387755,percent,False,Percent Era (S3-27)
4,2,Leeza Gibbons,0.873672469387755,0.126327530612245,0.010001,percent,False,Percent Era (S3-27)
4,2,Joey Fatone,0.873671469387755,0.12632853061224503,0.01,percent,False,Percent Era (S3-27)
4,2,Clyde Drexler,0.8736724693877549,0.1263275306122451,0.022245897959183667,percent,False,Percent Era (S3-27)
4,2,Paulina Porizkova,0.08610507792207792,0.9138949220779221,0.01,percent,False,Percent Era (S3-27)
4,2,Apolo Anton Ohno,0.873671469387755,0.12632853061224503,0.01,percent,False,Percent Era (S3-27)
4,2,Billy Ray Cyrus,0.873672469387755,0.126327530612245,0.010001,percent,False,Percent Era (S3-27)
4,2,Shandi Finnessey,0.873672469387755,0.126327530612245,0.014082632653061231,percent,False,Percent Era (S3-27)
4,2,Laila Ali,0.873671469387755,0.12632853061224503,0.01,percent,False,Percent Era (S3-27)
4,2,John Ratzenberger,0.873672469387755,0.126327530612245,0.010001,percent,False,Percent Era (S3-27)
4,3,Heather Mills,0.8724760642201834,0.12752393577981658,0.01,percent,False,Percent Era (S3-27)
4,3,Ian Ziering,0.8724760642201834,0.12752393577981658,0.01,percent,False,Percent Era (S3-27)
4,3,Leeza Gibbons,0.8724760642201834,0.12752393577981658,0.01,percent,False,Percent Era (S3-27)
4,3,Joey Fatone,0.8724760642201834,0.12752393577981658,0.01,percent,False,Percent Era (S3-27)
4,3,Clyde Drexler,0.8724770642201835,0.12752293577981655,0.032936779816513766,percent,False,Percent Era (S3-27)
4,3,Apolo Anton Ohno,0.8724760642201834,0.12752393577981658,0.8824730642201833,percent,False,Percent Era (S3-27)
4,3,Billy Ray Cyrus,0.8724770642201835,0.12752293577981655,0.010001,percent,False,Percent Era (S3-27)
4,3,Shandi Finnessey,0.0936709247706422,0.9063290752293578,0.01,percent,False,Percent Era (S3-27)
4,3,Laila Ali,0.8724770642201835,0.12752293577981655,0.010001,percent,False,Percent Era (S3-27)
4,3,John Ratzenberger,0.8724770642201835,0.12752293577981655,0.014588155963302752,percent,False,Percent Era (S3-27)
4,4,Heather Mills,0.9047378421052631,0.09526215789473691,0.01,percent,False,Percent Era (S3-27)
4,4,Ian Ziering,0.9047378421052631,0.09526215789473691,0.01,percent,False,Percent Era (S3-27)
4,4,Leeza Gibbons,0.12801291812865495,0.8719870818713451,0.01,percent,False,Percent Era (S3-27)
4,4,Joey Fatone,0.9047378421052631,0.09526215789473691,0.01,percent,False,Percent Era (S3-27)
4,4,Clyde Drexler,0.9047388421052632,0.09526115789473677,0.015264157894736844,percent,False,Percent Era (S3-27)
4,4,Apolo Anton Ohno,0.9047378421052631,0.09526215789473691,0.01,percent,False,Percent Era (S3-27)
4,4,Billy Ray Cyrus,0.9047378421052631,0.09526215789473691,0.914734842105263,percent,False,Percent Era (S3-27)
4,4,Laila Ali,0.9047378421052631,0.09526215789473691,0.01,percent,False,Percent Era (S3-27)
4,4,John Ratzenberger,0.9047388421052631,0.09526115789473688,0.010001,percent,False,Percent Era (S3-27)
4,5,Heather Mills,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
4,5,Ian Ziering,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
4,5,Joey Fatone,0.920002,0.07999800000000001,0.9299999999999999,percent,False,Percent Era (S3-27)
4,5,Clyde Drexler,0.16613761363636365,0.8338623863636363,0.01,percent,False,Percent Era (S3-27)
4,5,Apolo Anton Ohno,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
4,5,Billy Ray Cyrus,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
4,5,Laila Ali,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
4,5,John Ratzenberger,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
4,6,Heather Mills,0.1404214537815126,0.8595785462184874,0.01,percent,False,Percent Era (S3-27)
4,6,Ian Ziering,0.8947068823529412,0.10529311764705884,0.01,percent,False,Percent Era (S3-27)
4,6,Joey Fatone,0.8947068823529412,0.10529311764705884,0.01,percent,False,Percent Era (S3-27)
4,6,Apolo Anton Ohno,0.8947068823529412,0.10529311764705884,0.01,percent,False,Percent Era (S3-27)
4,6,Billy Ray Cyrus,0.8947078823529412,0.10529211764705881,0.021765705882352927,percent,False,Percent Era (S3-27)
4,6,Laila Ali,0.8947068823529412,0.10529311764705884,0.01,percent,False,Percent Era (S3-27)
4,6,John Ratzenberger,0.8947078823529412,0.10529211764705881,0.928234294117647,percent,False,Percent Era (S3-27)
4,7,Ian Ziering,0.9173482783171522,0.08265172168284785,0.01,percent,False,Percent Era (S3-27)
4,7,Joey Fatone,0.9173482783171522,0.08265172168284785,0.01,percent,False,Percent Era (S3-27)
4,7,Apolo Anton Ohno,0.9173482783171522,0.08265172168284785,0.9273452783171521,percent,False,Percent Era (S3-27)
4,7,Billy Ray Cyrus,0.917348278317152,0.08265172168284796,0.032654721682847894,percent,False,Percent Era (S3-27)
4,7,Laila Ali,0.9173482783171522,0.08265172168284785,0.01,percent,False,Percent Era (S3-27)
4,7,John Ratzenberger,0.1777035987055016,0.8222964012944984,0.01,percent,False,Percent Era (S3-27)
4,8,Ian Ziering,0.950002,0.04999799999999999,0.01,percent,False,Percent Era (S3-27)
4,8,Joey Fatone,0.950002,0.04999799999999999,0.9241444262948207,percent,False,Percent Era (S3-27)
4,8,Apolo Anton Ohno,0.950002,0.04999799999999999,0.01,percent,False,Percent Era (S3-27)
4,8,Billy Ray Cyrus,0.23860697768924302,0.761393022310757,0.04585557370517928,percent,False,Percent Era (S3-27)
4,8,Laila Ali,0.950002,0.04999799999999999,0.01,percent,False,Percent Era (S3-27)
4,9,Apolo Anton Ohno,0.960002,0.03999799999999998,0.01,percent,False,Percent Era (S3-27)
4,9,Laila Ali,0.960002,0.03999799999999998,0.01,percent,False,Percent Era (S3-27)
4,9,Ian Ziering,0.24527576160337547,0.7547242383966245,0.01,percent,False,Percent Era (S3-27)
4,9,Joey Fatone,0.960002,0.03999799999999998,0.97,percent,False,Percent Era (S3-27)
5,1,Helio Castroneves,0.8800020000000001,0.11999799999999994,0.01,percent,False,Percent Era (S3-27)
5,1,Mark Cuban,0.8800020000000001,0.11999799999999994,0.01,percent,False,Percent Era (S3-27)
5,1,Jane Seymour,0.8800020000000001,0.11999799999999994,0.01,percent,False,Percent Era (S3-27)
5,1,Jennie Garth,0.8800020000000001,0.11999799999999994,0.01,percent,False,Percent Era (S3-27)
5,1,Mel B,0.8800020000000001,0.11999799999999994,0.01,percent,False,Percent Era (S3-27)
5,1,Albert Reed,0.8800020000000001,0.11999799999999994,0.01,percent,False,Percent Era (S3-27)
5,1,Cameron Mathison,0.8800020000000001,0.11999799999999994,0.89,percent,False,Percent Era (S3-27)
5,1,Sabrina Bryan,0.8800020000000001,0.11999799999999994,0.01,percent,False,Percent Era (S3-27)
5,1,Floyd Mayweather Jr. ,0.8800020000000001,0.11999799999999994,0.01,percent,False,Percent Era (S3-27)
5,1,Josie Maran,0.09441102399481194,0.9055889760051881,0.01,percent,False,Percent Era (S3-27)
5,1,Wayne Newton,0.8800020000000001,0.11999799999999994,0.01,percent,False,Percent Era (S3-27)
5,1,Marie Osmond,0.8800020000000001,0.11999799999999994,0.01,percent,False,Percent Era (S3-27)
5,2,Helio Castroneves,0.8521818739495797,0.14781812605042033,0.01,percent,False,Percent Era (S3-27)
5,2,Mark Cuban,0.8521828739495796,0.1478171260504204,0.8747849159663863,percent,False,Percent Era (S3-27)
5,2,Jane Seymour,0.8521828739495797,0.1478171260504203,0.010001,percent,False,Percent Era (S3-27)
5,2,Jennie Garth,0.8521828739495797,0.1478171260504203,0.010001,percent,False,Percent Era (S3-27)
5,2,Mel B,0.8521818739495797,0.14781812605042033,0.01,percent,False,Percent Era (S3-27)
5,2,Albert Reed,0.08358406951871661,0.9164159304812833,0.01,percent,False,Percent Era (S3-27)
5,2,Cameron Mathison,0.8521828739495797,0.1478171260504203,0.010001,percent,False,Percent Era (S3-27)
5,2,Sabrina Bryan,0.8521818739495797,0.14781812605042033,0.01,percent,False,Percent Era (S3-27)
5,2,Floyd Mayweather Jr. ,0.8521828739495797,0.1478171260504203,0.010001,percent,False,Percent Era (S3-27)
5,2,Wayne Newton,0.8521828739495797,0.1478171260504203,0.035211084033613456,percent,False,Percent Era (S3-27)
5,2,Marie Osmond,0.8521818739495797,0.14781812605042033,0.01,percent,False,Percent Era (S3-27)
5,3,Helio Castroneves,0.9000020000000001,0.09999799999999992,0.01,percent,False,Percent Era (S3-27)
5,3,Mark Cuban,0.9000020000000001,0.09999799999999992,0.01,percent,False,Percent Era (S3-27)
5,3,Jane Seymour,0.9000020000000001,0.09999799999999992,0.01,percent,False,Percent Era (S3-27)
5,3,Jennie Garth,0.9000020000000001,0.09999799999999992,0.01,percent,False,Percent Era (S3-27)
5,3,Mel B,0.9000020000000001,0.09999799999999992,0.01,percent,False,Percent Era (S3-27)
5,3,Cameron Mathison,0.9000020000000001,0.09999799999999992,0.91,percent,False,Percent Era (S3-27)
5,3,Sabrina Bryan,0.9000020000000001,0.09999799999999992,0.01,percent,False,Percent Era (S3-27)
5,3,Floyd Mayweather Jr. ,0.9000020000000001,0.09999799999999992,0.01,percent,False,Percent Era (S3-27)
5,3,Wayne Newton,0.1146873924686192,0.8853126075313809,0.01,percent,False,Percent Era (S3-27)
5,3,Marie Osmond,0.9000020000000001,0.09999799999999992,0.01,percent,False,Percent Era (S3-27)
5,4,Helio Castroneves,0.9057284957264957,0.09427150427350428,0.01,percent,False,Percent Era (S3-27)
5,4,Mark Cuban,0.9057284957264958,0.09427150427350417,0.014274504273504272,percent,False,Percent Era (S3-27)
5,4,Jane Seymour,0.9057284957264957,0.09427150427350428,0.9157254957264956,percent,False,Percent Era (S3-27)
5,4,Jennie Garth,0.9057284957264957,0.09427150427350428,0.01,percent,False,Percent Era (S3-27)
5,4,Mel B,0.9057284957264957,0.09427150427350428,0.01,percent,False,Percent Era (S3-27)
5,4,Cameron Mathison,0.9057284957264957,0.09427150427350428,0.01,percent,False,Percent Era (S3-27)
5,4,Sabrina Bryan,0.9057284957264957,0.09427150427350428,0.01,percent,False,Percent Era (S3-27)
5,4,Floyd Mayweather Jr. ,0.11393284615384616,0.8860671538461539,0.01,percent,False,Percent Era (S3-27)
5,4,Marie Osmond,0.9057284957264957,0.09427150427350428,0.01,percent,False,Percent Era (S3-27)
5,5,Helio Castroneves,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
5,5,Mark Cuban,0.13447361180904524,0.8655263881909547,0.01,percent,False,Percent Era (S3-27)
5,5,Jane Seymour,0.920002,0.07999800000000001,0.9299989999999999,percent,False,Percent Era (S3-27)
5,5,Jennie Garth,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
5,5,Mel B,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
5,5,Cameron Mathison,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
5,5,Sabrina Bryan,0.920002,0.07999800000000001,0.01,percent,False,Percent Era (S3-27)
5,5,Marie Osmond,0.920002,0.07999800000000001,0.010001,percent,False,Percent Era (S3-27)
5,6,Helio Castroneves,0.9022222222222223,0.09777777777777774,0.01,percent,False,Percent Era (S3-27)
5,6,Jane Seymour,0.9022232222222222,0.09777677777777782,0.02666766666666668,percent,False,Percent Era (S3-27)
5,6,Jennie Garth,0.9022222222222223,0.09777777777777774,0.01,percent,False,Percent Era (S3-27)
5,6,Mel B,0.9022222222222223,0.09777777777777774,0.01,percent,False,Percent Era (S3-27)
5,6,Cameron Mathison,0.9022232222222223,0.09777677777777771,0.010001,percent,False,Percent Era (S3-27)
5,6,Sabrina Bryan,0.13682668253968255,0.8631733174603174,0.01,percent,False,Percent Era (S3-27)
5,6,Marie Osmond,0.9022232222222221,0.09777677777777793,0.9233313333333333,percent,False,Percent Era (S3-27)
5,7,Helio Castroneves,0.940002,0.059997999999999996,0.01,percent,False,Percent Era (S3-27)
5,7,Jane Seymour,0.16307825641025642,0.8369217435897436,0.01,percent,False,Percent Era (S3-27)
5,7,Mel B,0.940002,0.059997999999999996,0.95,percent,False,Percent Era (S3-27)
5,7,Jennie Garth,0.940002,0.059997999999999996,0.01,percent,False,Percent Era (S3-27)
5,7,Cameron Mathison,0.940002,0.059997999999999996,0.01,percent,False,Percent Era (S3-27)
5,7,Marie Osmond,0.940002,0.059997999999999996,0.01,percent,False,Percent Era (S3-27)
5,8,Helio Castroneves,0.9385941558935361,0.06140584410646388,0.01,percent,False,Percent Era (S3-27)
5,8,Mel B,0.9385941558935361,0.06140584410646388,0.9485911558935362,percent,False,Percent Era (S3-27)
5,8,Jennie Garth,0.9385951558935361,0.06140484410646385,0.013803281368821297,percent,False,Percent Era (S3-27)
5,8,Cameron Mathison,0.19608505019011407,0.8039149498098859,0.01,percent,False,Percent Era (S3-27)
5,8,Marie Osmond,0.9385951558935361,0.06140484410646385,0.017605562737642567,percent,False,Percent Era (S3-27)
5,9,Helio Castroneves,0.9514549914529915,0.048545008547008495,0.24358999358974362,percent,False,Percent Era (S3-27)
5,9,Marie Osmond,0.9514549914529915,0.048545008547008495,0.2606840106837607,percent,False,Percent Era (S3-27)
5,9,Mel B,0.9514549914529915,0.048545008547008495,0.24358999358974362,percent,False,Percent Era (S3-27)
5,9,Jennie Garth,0.24213825213675214,0.7578617478632479,0.25213600213675214,percent,False,Percent Era (S3-27)
6,2,Marlee Matlin,0.8761109494163425,0.12388905058365751,0.01,percent,False,Percent Era (S3-27)
6,2,Steve Guttenberg,0.8761109494163425,0.12388905058365751,0.013892050583657587,percent,False,Percent Era (S3-27)
6,2,Cristian de la Fuente,0.8761109494163425,0.12388905058365751,0.01,percent,False,Percent Era (S3-27)
6,2,Monica Seles,0.10653107216130173,0.8934689278386982,0.01,percent,False,Percent Era (S3-27)
6,2,Adam Carolla,0.8761109494163425,0.12388905058365751,0.01,percent,False,Percent Era (S3-27)
6,2,Kristi Yamaguchi,0.8761109494163425,0.12388905058365751,0.01,percent,False,Percent Era (S3-27)
6,2,Mario,0.8761109494163425,0.12388905058365751,0.01,percent,False,Percent Era (S3-27)
6,2,Marissa Jaret Winokur,0.8761109494163425,0.12388905058365751,0.01,percent,False,Percent Era (S3-27)
6,2,Jason Taylor,0.8761109494163425,0.12388905058365751,0.01,percent,False,Percent Era (S3-27)
6,2,Shannon Elizabeth,0.8761109494163425,0.12388905058365751,0.8861079494163424,percent,False,Percent Era (S3-27)
6,2,Priscilla Presley,0.8761109494163425,0.12388905058365751,0.01,percent,False,Percent Era (S3-27)
6,2,Penn Jillette,0.09945643473646978,0.9005435652635302,0.01,percent,False,Percent Era (S3-27)
6,3,Marlee Matlin,0.8912280701754385,0.10877192982456152,0.010001,percent,False,Percent Era (S3-27)
6,3,Steve Guttenberg,0.09789593684210529,0.9021040631578947,0.01,percent,False,Percent Era (S3-27)
6,3,Cristian de la Fuente,0.8912270701754385,0.10877292982456155,0.01,percent,False,Percent Era (S3-27)
6,3,Adam Carolla,0.8912280701754385,0.10877192982456152,0.010001,percent,False,Percent Era (S3-27)
6,3,Kristi Yamaguchi,0.8912270701754385,0.10877292982456155,0.01,percent,False,Percent Era (S3-27)
6,3,Mario,0.8912280701754385,0.10877192982456152,0.9012250701754385,percent,False,Percent Era (S3-27)
6,3,Marissa Jaret Winokur,0.8912280701754385,0.10877192982456152,0.018772929824561402,percent,False,Percent Era (S3-27)
6,3,Jason Taylor,0.8912270701754385,0.10877292982456155,0.01,percent,False,Percent Era (S3-27)
6,3,Shannon Elizabeth,0.8912270701754385,0.10877292982456155,0.01,percent,False,Percent Era (S3-27)
6,3,Priscilla Presley,0.8912270701754385,0.10877292982456155,0.01,percent,False,Percent Era (S3-27)
6,4,Marlee Matlin,0.9100020000000001,0.08999799999999991,0.01,percent,False,Percent Era (S3-27)
6,4,Adam Carolla,0.12777899999999998,0.872221,0.01,percent,False,Percent Era (S3-27)
6,4,Cristian de la Fuente,0.9100020000000001,0.08999799999999991,0.92,percent,False,Percent Era (S3-27)
6,4,Kristi Yamaguchi,0.9100020000000001,0.08999799999999991,0.01,percent,False,Percent Era (S3-27)
6,4,Mario,0.9100020000000001,0.08999799999999991,0.01,percent,False,Percent Era (S3-27)
6,4,Marissa Jaret Winokur,0.9100020000000001,0.08999799999999991,0.01,percent,False,Percent Era (S3-27)
