season,week,contestant,fan_vote_estimate,lower_bound,upper_bound,certainty,method
2,3,Master P,0.625,0.0,1.0,1.0,rank_milp
2,3,Stacy Keibler,0.5,0.0,1.0,1.0,rank_milp
2,3,Drew Lachey,0.375,0.0,1.0,1.0,rank_milp
2,3,Giselle Fernandez,0.125,0.0,1.0,1.0,rank_milp
2,3,George Hamilton,0.25,0.0,1.0,1.0,rank_milp
2,4,Tia Carrere,1.0,0.0,1.0,1.0,rank_milp
2,4,Lisa Rinna,0.8571428571428571,0.0,1.0,1.0,rank_milp
2,4,Jerry Rice,0.7142857142857143,0.0,1.0,1.0,rank_milp
2,4,Master P,0.5714285714285714,0.0,1.0,1.0,rank_milp
2,4,Stacy Keibler,0.2857142857142857,0.0,1.0,1.0,rank_milp
2,4,Drew Lachey,0.14285714285714285,0.0,1.0,1.0,rank_milp
2,4,George Hamilton,0.42857142857142855,0.0,1.0,1.0,rank_milp
2,5,Tia Carrere,1.0,0.0,1.0,1.0,rank_milp
2,5,Lisa Rinna,0.5,0.0,1.0,1.0,rank_milp
2,5,Jerry Rice,0.8333333333333334,0.0,1.0,1.0,rank_milp
2,5,Stacy Keibler,0.16666666666666666,0.0,1.0,1.0,rank_milp
2,5,Drew Lachey,0.3333333333333333,0.0,1.0,1.0,rank_milp
2,5,George Hamilton,0.6666666666666666,0.0,1.0,1.0,rank_milp
2,6,Lisa Rinna,1.0,0.0,1.0,1.0,rank_milp
2,6,Jerry Rice,0.8,0.0,1.0,1.0,rank_milp
2,6,Stacy Keibler,0.6,0.0,1.0,1.0,rank_milp
2,6,Drew Lachey,0.4,0.0,1.0,1.0,rank_milp
2,6,George Hamilton,0.2,0.0,1.0,1.0,rank_milp
2,7,Drew Lachey,1.0,0.0,1.0,1.0,rank_milp
2,7,Lisa Rinna,0.5,0.0,1.0,1.0,rank_milp
2,7,Jerry Rice,0.75,0.0,1.0,1.0,rank_milp
2,7,Stacy Keibler,0.25,0.0,1.0,1.0,rank_milp
3,1,Emmitt Smith,0.01,0.009999000000000001,0.900001,0.10999799999999993,percent
3,1,Vivica A. Fox,0.9,0.009999000000000001,0.900001,0.10999799999999993,percent
3,1,Harry Hamlin,0.01,0.009999000000000001,0.900001,0.10999799999999993,percent
3,1,Tucker Carlson,0.01,0.009999000000000001,0.12521459005145796,0.884784409948542,percent
3,1,Joey Lawrence,0.01,0.009999000000000001,0.900001,0.10999799999999993,percent
3,1,Shanna Moakler,0.01,0.009999000000000001,0.900001,0.10999799999999993,percent
3,1,Sara Evans,0.01,0.009999000000000001,0.900001,0.10999799999999993,percent
3,1,Monique Coleman,0.01,0.009999000000000001,0.900001,0.10999799999999993,percent
3,1,Mario Lopez,0.01,0.009999000000000001,0.900001,0.10999799999999993,percent
3,1,Willa Ford,0.01,0.009999000000000001,0.900001,0.10999799999999993,percent
3,1,Jerry Springer,0.01,0.009999000000000001,0.900001,0.10999799999999993,percent
3,2,Emmitt Smith,0.01,0.009999000000000001,0.8839110434782609,0.1260879565217391,percent
3,2,Vivica A. Fox,0.01,0.009999000000000001,0.8839110434782609,0.1260879565217391,percent
3,2,Harry Hamlin,0.014348826086956524,0.014346826086956525,0.8882598695652174,0.12608695652173907,percent
3,2,Joey Lawrence,0.01,0.009999000000000001,0.8839110434782609,0.1260879565217391,percent
3,2,Shanna Moakler,0.01,0.009999000000000001,0.10434802608695654,0.9056509739130435,percent
3,2,Sara Evans,0.8882578695652174,0.014346826086956525,0.8882598695652174,0.12608695652173907,percent
3,2,Monique Coleman,0.01,0.009999000000000001,0.8839110434782609,0.1260879565217391,percent
3,2,Mario Lopez,0.014348826086956524,0.014346826086956525,0.8882598695652174,0.12608695652173907,percent
3,2,Willa Ford,0.01,0.009999000000000001,0.8839110434782609,0.1260879565217391,percent
3,2,Jerry Springer,0.023044478260869573,0.02304247826086957,0.8969555217391304,0.12608695652173918,percent
3,3,Emmitt Smith,0.9151650821256038,0.024491753623188398,0.9151670821256038,0.10932467149758462,percent
3,3,Vivica A. Fox,0.01,0.009999000000000001,0.9006733285024154,0.10932567149758454,percent
3,3,Harry Hamlin,0.01,0.009999000000000001,0.11594225120772945,0.8940567487922706,percent
3,3,Joey Lawrence,0.010001,0.009999000000000001,0.9006743285024155,0.10932467149758451,percent
3,3,Sara Evans,0.01,0.009999000000000001,0.9006733285024154,0.10932567149758454,percent
3,3,Monique Coleman,0.01,0.009999000000000001,0.9006733285024154,0.10932567149758454,percent
3,3,Mario Lopez,0.010001,0.009999000000000001,0.9006743285024155,0.10932467149758451,percent
3,3,Willa Ford,0.010001,0.009999000000000001,0.9006743285024155,0.10932467149758451,percent
3,3,Jerry Springer,0.014831917874396128,0.01482991787439613,0.9055052463768115,0.10932467149758462,percent
3,4,Emmitt Smith,0.010001,0.009999000000000001,0.8996959696969696,0.11030303030303035,percent
3,4,Vivica A. Fox,0.01,0.009999000000000001,0.1287881287878788,0.8812108712121212,percent
3,4,Joey Lawrence,0.8996929696969695,0.009999000000000001,0.8996949696969696,0.11030403030303038,percent
3,4,Sara Evans,0.03020302020202021,0.030201020202020208,0.9198979898989899,0.11030303030303035,percent
3,4,Monique Coleman,0.010001,0.009999000000000001,0.8996959696969696,0.11030303030303035,percent
3,4,Mario Lopez,0.01,0.009999000000000001,0.8996949696969696,0.11030403030303038,percent
3,4,Willa Ford,0.01,0.009999000000000001,0.8996949696969696,0.11030403030303038,percent
3,4,Jerry Springer,0.02010201010101011,0.020100010101010108,0.9097969797979797,0.11030303030303046,percent
3,5,Emmitt Smith,0.010001,0.009999000000000001,0.8957981049723757,0.11420089502762432,percent
3,5,Joey Lawrence,0.021050723756906076,0.021048723756906074,0.9068478287292817,0.11420089502762432,percent
3,5,Sara Evans,0.026575585635359132,0.02657358563535913,0.9123726906077347,0.11420089502762443,percent
3,5,Monique Coleman,0.010001,0.009999000000000001,0.8957981049723757,0.11420089502762432,percent
3,5,Mario Lopez,0.010001,0.009999000000000001,0.8957981049723757,0.11420089502762432,percent
3,5,Willa Ford,0.01,0.009999000000000001,0.13654330071033935,0.8734556992896607,percent
3,5,Jerry Springer,0.9123706906077347,0.02657358563535913,0.9123726906077347,0.11420089502762443,percent
3,7,Emmitt Smith,0.01,0.009999000000000001,0.960001,0.04999799999999999,percent
3,7,Joey Lawrence,0.01,0.009999000000000001,0.960001,0.04999799999999999,percent
3,7,Monique Coleman,0.01,0.009999000000000001,0.960001,0.04999799999999999,percent
3,7,Mario Lopez,0.96,0.009999000000000001,0.960001,0.04999799999999999,percent
3,7,Jerry Springer,0.01,0.009999000000000001,0.22963002962962967,0.7803689703703703,percent
3,8,Emmitt Smith,0.01,0.009999000000000001,0.970001,0.03999799999999998,percent
3,8,Monique Coleman,0.01,0.009999000000000001,0.25688123394495405,0.753117766055046,percent
3,8,Joey Lawrence,0.01,0.009999000000000001,0.970001,0.03999799999999998,percent
3,8,Mario Lopez,0.97,0.009999000000000001,0.970001,0.03999799999999998,percent
4,2,Heather Mills,0.01,0.009999000000000001,0.883670469387755,0.12632853061224503,percent
4,2,Ian Ziering,0.883668469387755,0.009999000000000001,0.883670469387755,0.12632853061224503,percent
4,2,Leeza Gibbons,0.010001,0.009999000000000001,0.883671469387755,0.126327530612245,percent
4,2,Joey Fatone,0.01,0.009999000000000001,0.883670469387755,0.12632853061224503,percent
4,2,Clyde Drexler,0.022245897959183667,0.022243897959183665,0.8959163673469386,0.1263275306122451,percent
4,2,Paulina Porizkova,0.01,0.009999000000000001,0.09610407792207791,0.9138949220779221,percent
4,2,Apolo Anton Ohno,0.01,0.009999000000000001,0.883670469387755,0.12632853061224503,percent
4,2,Billy Ray Cyrus,0.010001,0.009999000000000001,0.883671469387755,0.126327530612245,percent
4,2,Shandi Finnessey,0.014082632653061231,0.014080632653061233,0.8877531020408163,0.126327530612245,percent
4,2,Laila Ali,0.01,0.009999000000000001,0.883670469387755,0.12632853061224503,percent
4,2,John Ratzenberger,0.010001,0.009999000000000001,0.883671469387755,0.126327530612245,percent
4,3,Heather Mills,0.01,0.009999000000000001,0.8824750642201834,0.12752393577981658,percent
4,3,Ian Ziering,0.01,0.009999000000000001,0.8824750642201834,0.12752393577981658,percent
4,3,Leeza Gibbons,0.01,0.009999000000000001,0.8824750642201834,0.12752393577981658,percent
4,3,Joey Fatone,0.01,0.009999000000000001,0.8824750642201834,0.12752393577981658,percent
4,3,Clyde Drexler,0.032936779816513766,0.032934779816513764,0.9054118440366972,0.12752293577981655,percent
4,3,Apolo Anton Ohno,0.8824730642201833,0.009999000000000001,0.8824750642201834,0.12752393577981658,percent
4,3,Billy Ray Cyrus,0.010001,0.009999000000000001,0.8824760642201834,0.12752293577981655,percent
4,3,Shandi Finnessey,0.01,0.009999000000000001,0.10366992477064221,0.9063290752293578,percent
4,3,Laila Ali,0.010001,0.009999000000000001,0.8824760642201834,0.12752293577981655,percent
4,3,John Ratzenberger,0.014588155963302752,0.014586155963302753,0.8870632201834862,0.12752293577981655,percent
4,4,Heather Mills,0.01,0.009999000000000001,0.9147368421052631,0.09526215789473691,percent
4,4,Ian Ziering,0.01,0.009999000000000001,0.9147368421052631,0.09526215789473691,percent
4,4,Leeza Gibbons,0.01,0.009999000000000001,0.13801191812865496,0.8719870818713451,percent
4,4,Joey Fatone,0.01,0.009999000000000001,0.9147368421052631,0.09526215789473691,percent
4,4,Clyde Drexler,0.015264157894736844,0.015262157894736846,0.9200010000000001,0.09526115789473677,percent
4,4,Apolo Anton Ohno,0.01,0.009999000000000001,0.9147368421052631,0.09526215789473691,percent
4,4,Billy Ray Cyrus,0.914734842105263,0.009999000000000001,0.9147368421052631,0.09526215789473691,percent
4,4,Laila Ali,0.01,0.009999000000000001,0.9147368421052631,0.09526215789473691,percent
4,4,John Ratzenberger,0.010001,0.009999000000000001,0.9147378421052631,0.09526115789473688,percent
4,5,Heather Mills,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
4,5,Ian Ziering,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
4,5,Joey Fatone,0.9299999999999999,0.009999000000000001,0.930001,0.07999800000000001,percent
4,5,Clyde Drexler,0.01,0.009999000000000001,0.17613661363636365,0.8338623863636363,percent
4,5,Apolo Anton Ohno,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
4,5,Billy Ray Cyrus,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
4,5,Laila Ali,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
4,5,John Ratzenberger,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
4,6,Heather Mills,0.01,0.009999000000000001,0.15042045378151261,0.8595785462184874,percent
4,6,Ian Ziering,0.01,0.009999000000000001,0.9047058823529411,0.10529311764705884,percent
4,6,Joey Fatone,0.01,0.009999000000000001,0.9047058823529411,0.10529311764705884,percent
4,6,Apolo Anton Ohno,0.01,0.009999000000000001,0.9047058823529411,0.10529311764705884,percent
4,6,Billy Ray Cyrus,0.021765705882352927,0.021763705882352925,0.9164715882352941,0.10529211764705881,percent
4,6,Laila Ali,0.01,0.009999000000000001,0.9047058823529411,0.10529311764705884,percent
4,6,John Ratzenberger,0.928234294117647,0.03352841176470587,0.9282362941176471,0.10529211764705881,percent
4,7,Ian Ziering,0.01,0.009999000000000001,0.9273472783171521,0.08265172168284785,percent
4,7,Joey Fatone,0.01,0.009999000000000001,0.9273472783171521,0.08265172168284785,percent
4,7,Apolo Anton Ohno,0.9273452783171521,0.009999000000000001,0.9273472783171521,0.08265172168284785,percent
4,7,Billy Ray Cyrus,0.032654721682847894,0.03265272168284789,0.950001,0.08265172168284796,percent
4,7,Laila Ali,0.01,0.009999000000000001,0.9273472783171521,0.08265172168284785,percent
4,7,John Ratzenberger,0.01,0.009999000000000001,0.1877025987055016,0.8222964012944984,percent
4,8,Ian Ziering,0.01,0.009999000000000001,0.960001,0.04999799999999999,percent
4,8,Joey Fatone,0.9241444262948207,0.009999000000000001,0.960001,0.04999799999999999,percent
4,8,Apolo Anton Ohno,0.01,0.009999000000000001,0.960001,0.04999799999999999,percent
4,8,Billy Ray Cyrus,0.04585557370517928,0.009999000000000001,0.24860597768924303,0.761393022310757,percent
4,8,Laila Ali,0.01,0.009999000000000001,0.960001,0.04999799999999999,percent
4,9,Apolo Anton Ohno,0.01,0.009999000000000001,0.970001,0.03999799999999998,percent
4,9,Laila Ali,0.01,0.009999000000000001,0.970001,0.03999799999999998,percent
4,9,Ian Ziering,0.01,0.009999000000000001,0.2552747616033755,0.7547242383966245,percent
4,9,Joey Fatone,0.97,0.009999000000000001,0.970001,0.03999799999999998,percent
5,1,Helio Castroneves,0.01,0.009999000000000001,0.890001,0.11999799999999994,percent
5,1,Mark Cuban,0.01,0.009999000000000001,0.890001,0.11999799999999994,percent
5,1,Jane Seymour,0.01,0.009999000000000001,0.890001,0.11999799999999994,percent
5,1,Jennie Garth,0.01,0.009999000000000001,0.890001,0.11999799999999994,percent
5,1,Mel B,0.01,0.009999000000000001,0.890001,0.11999799999999994,percent
5,1,Albert Reed,0.01,0.009999000000000001,0.890001,0.11999799999999994,percent
5,1,Cameron Mathison,0.89,0.009999000000000001,0.890001,0.11999799999999994,percent
5,1,Sabrina Bryan,0.01,0.009999000000000001,0.890001,0.11999799999999994,percent
5,1,Floyd Mayweather Jr. ,0.01,0.009999000000000001,0.890001,0.11999799999999994,percent
5,1,Josie Maran,0.01,0.009999000000000001,0.10441002399481193,0.9055889760051881,percent
5,1,Wayne Newton,0.01,0.009999000000000001,0.890001,0.11999799999999994,percent
5,1,Marie Osmond,0.01,0.009999000000000001,0.890001,0.11999799999999994,percent
5,2,Helio Castroneves,0.01,0.009999000000000001,0.8621808739495797,0.14781812605042033,percent
5,2,Mark Cuban,0.8747849159663863,0.02260404201680673,0.8747869159663864,0.1478171260504204,percent
5,2,Jane Seymour,0.010001,0.009999000000000001,0.8621818739495797,0.1478171260504203,percent
5,2,Jennie Garth,0.010001,0.009999000000000001,0.8621818739495797,0.1478171260504203,percent
5,2,Mel B,0.01,0.009999000000000001,0.8621808739495797,0.14781812605042033,percent
5,2,Albert Reed,0.01,0.009999000000000001,0.0935830695187166,0.9164159304812833,percent
5,2,Cameron Mathison,0.010001,0.009999000000000001,0.8621818739495797,0.1478171260504203,percent
5,2,Sabrina Bryan,0.01,0.009999000000000001,0.8621808739495797,0.14781812605042033,percent
5,2,Floyd Mayweather Jr. ,0.010001,0.009999000000000001,0.8621818739495797,0.1478171260504203,percent
5,2,Wayne Newton,0.035211084033613456,0.035209084033613454,0.8873919579831931,0.1478171260504203,percent
5,2,Marie Osmond,0.01,0.009999000000000001,0.8621808739495797,0.14781812605042033,percent
5,3,Helio Castroneves,0.01,0.009999000000000001,0.9100010000000001,0.09999799999999992,percent
5,3,Mark Cuban,0.01,0.009999000000000001,0.9100010000000001,0.09999799999999992,percent
5,3,Jane Seymour,0.01,0.009999000000000001,0.9100010000000001,0.09999799999999992,percent
5,3,Jennie Garth,0.01,0.009999000000000001,0.9100010000000001,0.09999799999999992,percent
5,3,Mel B,0.01,0.009999000000000001,0.9100010000000001,0.09999799999999992,percent
5,3,Cameron Mathison,0.91,0.009999000000000001,0.9100010000000001,0.09999799999999992,percent
5,3,Sabrina Bryan,0.01,0.009999000000000001,0.9100010000000001,0.09999799999999992,percent
5,3,Floyd Mayweather Jr. ,0.01,0.009999000000000001,0.9100010000000001,0.09999799999999992,percent
5,3,Wayne Newton,0.01,0.009999000000000001,0.1246863924686192,0.8853126075313809,percent
5,3,Marie Osmond,0.01,0.009999000000000001,0.9100010000000001,0.09999799999999992,percent
5,4,Helio Castroneves,0.01,0.009999000000000001,0.9157274957264957,0.09427150427350428,percent
5,4,Mark Cuban,0.014274504273504272,0.014272504273504273,0.9200010000000001,0.09427150427350417,percent
5,4,Jane Seymour,0.9157254957264956,0.009999000000000001,0.9157274957264957,0.09427150427350428,percent
5,4,Jennie Garth,0.01,0.009999000000000001,0.9157274957264957,0.09427150427350428,percent
5,4,Mel B,0.01,0.009999000000000001,0.9157274957264957,0.09427150427350428,percent
5,4,Cameron Mathison,0.01,0.009999000000000001,0.9157274957264957,0.09427150427350428,percent
5,4,Sabrina Bryan,0.01,0.009999000000000001,0.9157274957264957,0.09427150427350428,percent
5,4,Floyd Mayweather Jr. ,0.01,0.009999000000000001,0.12393184615384617,0.8860671538461539,percent
5,4,Marie Osmond,0.01,0.009999000000000001,0.9157274957264957,0.09427150427350428,percent
5,5,Helio Castroneves,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
5,5,Mark Cuban,0.01,0.009999000000000001,0.14447261180904525,0.8655263881909547,percent
5,5,Jane Seymour,0.9299989999999999,0.009999000000000001,0.930001,0.07999800000000001,percent
5,5,Jennie Garth,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
5,5,Mel B,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
5,5,Cameron Mathison,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
5,5,Sabrina Bryan,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
5,5,Marie Osmond,0.010001,0.009999000000000001,0.930001,0.07999800000000001,percent
5,6,Helio Castroneves,0.01,0.009999000000000001,0.9122212222222222,0.09777777777777774,percent
5,6,Jane Seymour,0.02666766666666668,0.026665666666666678,0.9288888888888889,0.09777677777777782,percent
5,6,Jennie Garth,0.01,0.009999000000000001,0.9122212222222222,0.09777777777777774,percent
5,6,Mel B,0.01,0.009999000000000001,0.9122212222222222,0.09777777777777774,percent
5,6,Cameron Mathison,0.010001,0.009999000000000001,0.9122222222222223,0.09777677777777771,percent
5,6,Sabrina Bryan,0.01,0.009999000000000001,0.14682568253968256,0.8631733174603174,percent
5,6,Marie Osmond,0.9233313333333333,0.021110111111111125,0.9233333333333332,0.09777677777777793,percent
5,7,Helio Castroneves,0.01,0.009999000000000001,0.950001,0.059997999999999996,percent
5,7,Jane Seymour,0.01,0.009999000000000001,0.17307725641025642,0.8369217435897436,percent
5,7,Mel B,0.95,0.009999000000000001,0.950001,0.059997999999999996,percent
5,7,Jennie Garth,0.01,0.009999000000000001,0.950001,0.059997999999999996,percent
5,7,Cameron Mathison,0.01,0.009999000000000001,0.950001,0.059997999999999996,percent
5,7,Marie Osmond,0.01,0.009999000000000001,0.950001,0.059997999999999996,percent
5,8,Helio Castroneves,0.01,0.009999000000000001,0.9485931558935361,0.06140584410646388,percent
5,8,Mel B,0.9485911558935362,0.009999000000000001,0.9485931558935361,0.06140584410646388,percent
5,8,Jennie Garth,0.013803281368821297,0.013801281368821298,0.9523964372623575,0.06140484410646385,percent
5,8,Cameron Mathison,0.01,0.009999000000000001,0.20608405019011408,0.8039149498098859,percent
5,8,Marie Osmond,0.017605562737642567,0.017603562737642565,0.9561987186311787,0.06140484410646385,percent
5,9,Helio Castroneves,0.24358999358974362,0.009999000000000001,0.9614539914529915,0.048545008547008495,percent
5,9,Marie Osmond,0.2606840106837607,0.018546008547008542,0.970001,0.048545008547008495,percent
5,9,Mel B,0.24358999358974362,0.009999000000000001,0.9614539914529915,0.048545008547008495,percent
5,9,Jennie Garth,0.25213600213675214,0.009999000000000001,0.25213725213675214,0.7578617478632479,percent
6,2,Marlee Matlin,0.01,0.009999000000000001,0.8861099494163425,0.12388905058365751,percent
6,2,Steve Guttenberg,0.013892050583657587,0.013890050583657589,0.890001,0.12388905058365751,percent
6,2,Cristian de la Fuente,0.01,0.009999000000000001,0.8861099494163425,0.12388905058365751,percent
6,2,Monica Seles,0.01,0.009999000000000001,0.11653007216130173,0.8934689278386982,percent
6,2,Adam Carolla,0.01,0.009999000000000001,0.8861099494163425,0.12388905058365751,percent
6,2,Kristi Yamaguchi,0.01,0.009999000000000001,0.8861099494163425,0.12388905058365751,percent
6,2,Mario,0.01,0.009999000000000001,0.8861099494163425,0.12388905058365751,percent
6,2,Marissa Jaret Winokur,0.01,0.009999000000000001,0.8861099494163425,0.12388905058365751,percent
6,2,Jason Taylor,0.01,0.009999000000000001,0.8861099494163425,0.12388905058365751,percent
6,2,Shannon Elizabeth,0.8861079494163424,0.009999000000000001,0.8861099494163425,0.12388905058365751,percent
6,2,Priscilla Presley,0.01,0.009999000000000001,0.8861099494163425,0.12388905058365751,percent
6,2,Penn Jillette,0.01,0.009999000000000001,0.10945543473646978,0.9005435652635302,percent
6,3,Marlee Matlin,0.010001,0.009999000000000001,0.9012270701754385,0.10877192982456152,percent
6,3,Steve Guttenberg,0.01,0.009999000000000001,0.10789493684210529,0.9021040631578947,percent
6,3,Cristian de la Fuente,0.01,0.009999000000000001,0.9012260701754384,0.10877292982456155,percent
6,3,Adam Carolla,0.010001,0.009999000000000001,0.9012270701754385,0.10877192982456152,percent
6,3,Kristi Yamaguchi,0.01,0.009999000000000001,0.9012260701754384,0.10877292982456155,percent
6,3,Mario,0.9012250701754385,0.009999000000000001,0.9012270701754385,0.10877192982456152,percent
6,3,Marissa Jaret Winokur,0.018772929824561402,0.0187709298245614,0.9099989999999999,0.10877192982456152,percent
6,3,Jason Taylor,0.01,0.009999000000000001,0.9012260701754384,0.10877292982456155,percent
6,3,Shannon Elizabeth,0.01,0.009999000000000001,0.9012260701754384,0.10877292982456155,percent
6,3,Priscilla Presley,0.01,0.009999000000000001,0.9012260701754384,0.10877292982456155,percent
6,4,Marlee Matlin,0.01,0.009999000000000001,0.9200010000000001,0.08999799999999991,percent
6,4,Adam Carolla,0.01,0.009999000000000001,0.13777799999999998,0.872221,percent
6,4,Cristian de la Fuente,0.92,0.009999000000000001,0.9200010000000001,0.08999799999999991,percent
6,4,Kristi Yamaguchi,0.01,0.009999000000000001,0.9200010000000001,0.08999799999999991,percent
6,4,Mario,0.01,0.009999000000000001,0.9200010000000001,0.08999799999999991,percent
6,4,Marissa Jaret Winokur,0.01,0.009999000000000001,0.9200010000000001,0.08999799999999991,percent
6,4,Jason Taylor,0.01,0.009999000000000001,0.9200010000000001,0.08999799999999991,percent
6,4,Shannon Elizabeth,0.01,0.009999000000000001,0.9200010000000001,0.08999799999999991,percent
6,4,Priscilla Presley,0.01,0.009999000000000001,0.9200010000000001,0.08999799999999991,percent
6,5,Marlee Matlin,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
6,5,Cristian de la Fuente,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
6,5,Kristi Yamaguchi,0.9299999999999999,0.009999000000000001,0.930001,0.07999800000000001,percent
6,5,Mario,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
6,5,Marissa Jaret Winokur,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
6,5,Jason Taylor,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
6,5,Shannon Elizabeth,0.01,0.009999000000000001,0.930001,0.07999800000000001,percent
6,5,Priscilla Presley,0.01,0.009999000000000001,0.14285739285714286,0.8671416071428572,percent
6,6,Marlee Matlin,0.01,0.009999000000000001,0.16904790476190473,0.8409510952380953,percent
6,6,Cristian de la Fuente,0.01,0.009999000000000001,0.940001,0.069998,percent
6,6,Kristi Yamaguchi,0.01,0.009999000000000001,0.940001,0.069998,percent
6,6,Mario,0.01,0.009999000000000001,0.940001,0.069998,percent
6,6,Marissa Jaret Winokur,0.01,0.009999000000000001,0.940001,0.069998,percent
6,6,Jason Taylor,0.01,0.009999000000000001,0.940001,0.069998,percent
6,6,Shannon Elizabeth,0.94,0.009999000000000001,0.940001,0.069998,percent
6,7,Cristian de la Fuente,0.026182229773462788,0.026180229773462786,0.950001,0.07617922977346281,percent
6,7,Kristi Yamaguchi,0.01,0.009999000000000001,0.9338187702265371,0.07618022977346284,percent
6,7,Mario,0.9338177702265372,0.009999000000000001,0.9338197702265372,0.07617922977346281,percent
6,7,Marissa Jaret Winokur,0.01,0.009999000000000001,0.9338187702265371,0.07618022977346284,percent
6,7,Jason Taylor,0.01,0.009999000000000001,0.9338187702265371,0.07618022977346284,percent
6,7,Shannon Elizabeth,0.01,0.009999000000000001,0.16828512297734627,0.8417138770226538,percent
6,8,Cristian de la Fuente,0.01,0.009999000000000001,0.9450187265917603,0.06498027340823964,percent
6,8,Kristi Yamaguchi,0.01,0.009999000000000001,0.9450187265917603,0.06498027340823964,percent
6,8,Mario,0.01,0.009999000000000001,0.201498527340824,0.808500472659176,percent
6,8,Marissa Jaret Winokur,0.95625368164794,0.021234955056179772,0.9562556816479401,0.06497927340823972,percent
6,8,Jason Taylor,0.013746318352059934,0.013744318352059935,0.9487650449438202,0.06497927340823972,percent
6,9,Kristi Yamaguchi,0.01,0.009999000000000001,0.970001,0.03999799999999998,percent
6,9,Marissa Jaret Winokur,0.01,0.009999000000000001,0.2636368636363636,0.7463621363636364,percent
6,9,Cristian de la Fuente,0.01,0.009999000000000001,0.970001,0.03999799999999998,percent
6,9,Jason Taylor,0.97,0.009999000000000001,0.970001,0.03999799999999998,percent
7,1,Misty May-Treanor,0.01,0.009999000000000001,0.8661091111111111,0.14388988888888887,percent
7,1,Cody Linley,0.01,0.009999000000000001,0.8661091111111111,0.14388988888888887,percent
