season,week,contestant,voting_method,lower,upper,point
3,5,Joey Lawrence,percent,0.021048723756906074,0.9068478287292817,0.021050723756906076
3,5,Emmitt Smith,percent,0.009999000000000001,0.8957981049723757,0.8957961049723756
3,7,Mario Lopez,percent,0.009999000000000001,0.960001,0.01
3,7,Monique Coleman,percent,0.009999000000000001,0.960001,0.01
3,7,Jerry Springer,percent,0.009999000000000001,0.22963002962962967,0.01
3,7,Joey Lawrence,percent,0.009999000000000001,0.960001,0.96
3,7,Emmitt Smith,percent,0.009999000000000001,0.960001,0.01
3,8,Mario Lopez,percent,0.009999000000000001,0.970001,0.2385323600917431
3,8,Emmitt Smith,percent,0.009999000000000001,0.970001,0.25229382798165134
3,8,Joey Lawrence,percent,0.009999000000000001,0.970001,0.25229382798165134
3,8,Monique Coleman,percent,0.009999000000000001,0.2568812339449541,0.2568799839449541
4,2,Leeza Gibbons,percent,0.009999000000000001,0.8836714693877551,0.010001
4,2,Ian Ziering,percent,0.009999000000000001,0.8836704693877551,0.883668469387755
4,2,Joey Fatone,percent,0.009999000000000001,0.8836704693877551,0.01
4,2,John Ratzenberger,percent,0.009999000000000001,0.8836714693877551,0.010001
4,2,Heather Mills,percent,0.009999000000000001,0.8836704693877551,0.01
4,2,Billy Ray Cyrus,percent,0.009999000000000001,0.883671469387755,0.010001
4,2,Laila Ali,percent,0.009999000000000001,0.8836704693877551,0.01
4,2,Clyde Drexler,percent,0.022243897959183665,0.8959163673469387,0.022245897959183667
4,2,Paulina Porizkova,percent,0.009999000000000001,0.09610407792207791,0.01
4,2,Apolo Anton Ohno,percent,0.009999000000000001,0.8836704693877551,0.01
4,2,Shandi Finnessey,percent,0.014080632653061233,0.8877531020408163,0.014082632653061231
4,3,Leeza Gibbons,percent,0.009999000000000001,0.8824750642201834,0.01
4,3,Ian Ziering,percent,0.009999000000000001,0.8824750642201834,0.01
4,3,Joey Fatone,percent,0.009999000000000001,0.8824750642201834,0.01
4,3,John Ratzenberger,percent,0.014586155963302753,0.8870632201834862,0.014588155963302752
4,3,Heather Mills,percent,0.009999000000000001,0.8824750642201834,0.01
4,3,Billy Ray Cyrus,percent,0.009999000000000001,0.8824760642201834,0.8824740642201834
4,3,Laila Ali,percent,0.009999000000000001,0.8824760642201834,0.010001
4,3,Clyde Drexler,percent,0.032934779816513764,0.9054118440366972,0.032936779816513766
4,3,Apolo Anton Ohno,percent,0.009999000000000001,0.8824750642201834,0.01
4,3,Shandi Finnessey,percent,0.009999000000000001,0.10366992477064221,0.01
4,4,Leeza Gibbons,percent,0.009999000000000001,0.13801191812865496,0.01
4,4,Ian Ziering,percent,0.009999000000000001,0.9147368421052631,0.01
4,4,Joey Fatone,percent,0.009999000000000001,0.9147368421052631,0.914734842105263
4,4,John Ratzenberger,percent,0.009999000000000001,0.9147378421052631,0.010001
4,4,Heather Mills,percent,0.009999000000000001,0.9147368421052631,0.01
4,4,Billy Ray Cyrus,percent,0.009999000000000001,0.9147368421052631,0.01
4,4,Laila Ali,percent,0.009999000000000001,0.9147368421052631,0.01
4,4,Clyde Drexler,percent,0.015262157894736846,0.9200010000000001,0.015264157894736844
4,4,Apolo Anton Ohno,percent,0.009999000000000001,0.9147368421052631,0.01
4,5,Ian Ziering,percent,0.009999000000000001,0.930001,0.01
4,5,Joey Fatone,percent,0.009999000000000001,0.930001,0.01
4,5,John Ratzenberger,percent,0.009999000000000001,0.930001,0.9299999999999999
4,5,Heather Mills,percent,0.009999000000000001,0.930001,0.01
4,5,Billy Ray Cyrus,percent,0.009999000000000001,0.930001,0.01
4,5,Laila Ali,percent,0.009999000000000001,0.930001,0.01
4,5,Clyde Drexler,percent,0.009999000000000001,0.17613661363636365,0.01
4,5,Apolo Anton Ohno,percent,0.009999000000000001,0.930001,0.01
4,6,Ian Ziering,percent,0.009999000000000001,0.9047058823529412,0.01
4,6,Joey Fatone,percent,0.009999000000000001,0.9047058823529412,0.01
4,6,John Ratzenberger,percent,0.03352841176470587,0.9282362941176471,0.03353041176470587
4,6,Heather Mills,percent,0.009999000000000001,0.1504204537815126,0.01
4,6,Billy Ray Cyrus,percent,0.021763705882352925,0.9164715882352941,0.021765705882352927
4,6,Laila Ali,percent,0.009999000000000001,0.9047058823529412,0.01
4,6,Apolo Anton Ohno,percent,0.009999000000000001,0.9047058823529412,0.9047038823529412
4,7,Ian Ziering,percent,0.009999000000000001,0.9273472783171521,0.01
4,7,Joey Fatone,percent,0.009999000000000001,0.9273472783171521,0.01
4,7,John Ratzenberger,percent,0.009999000000000001,0.18770259870550163,0.01
4,7,Billy Ray Cyrus,percent,0.03265272168284789,0.950001,0.032654721682847894
4,7,Laila Ali,percent,0.009999000000000001,0.9273472783171521,0.9273452783171521
4,7,Apolo Anton Ohno,percent,0.009999000000000001,0.9273472783171521,0.01
4,8,Ian Ziering,percent,0.009999000000000001,0.960001,0.01
4,8,Joey Fatone,percent,0.009999000000000001,0.960001,0.01
4,8,Billy Ray Cyrus,percent,0.009999000000000001,0.24860597768924303,0.01
4,8,Laila Ali,percent,0.009999000000000001,0.960001,0.96
4,8,Apolo Anton Ohno,percent,0.009999000000000001,0.960001,0.01
4,9,Ian Ziering,percent,0.009999000000000001,0.2552747616033755,0.01
4,9,Joey Fatone,percent,0.009999000000000001,0.970001,0.01
4,9,Laila Ali,percent,0.009999000000000001,0.970001,0.01
4,9,Apolo Anton Ohno,percent,0.009999000000000001,0.970001,0.97
5,1,Josie Maran,percent,0.009999000000000001,0.10441002399481193,0.01
5,1,Mark Cuban,percent,0.009999000000000001,0.890001,0.01
5,1,Jane Seymour,percent,0.009999000000000001,0.890001,0.01
5,1,Mel B,percent,0.009999000000000001,0.890001,0.01
5,1,Sabrina Bryan,percent,0.009999000000000001,0.890001,0.01
5,1,Cameron Mathison,percent,0.009999000000000001,0.890001,0.01
5,1,Floyd Mayweather Jr. ,percent,0.009999000000000001,0.890001,0.89
5,1,Jennie Garth,percent,0.009999000000000001,0.890001,0.01
5,1,Marie Osmond,percent,0.009999000000000001,0.890001,0.01
5,1,Albert Reed,percent,0.009999000000000001,0.890001,0.01
5,1,Wayne Newton,percent,0.009999000000000001,0.890001,0.01
5,1,Helio Castroneves,percent,0.009999000000000001,0.890001,0.01
5,2,Mark Cuban,percent,0.02260404201680673,0.8747869159663864,0.022606042016806733
5,2,Jane Seymour,percent,0.009999000000000001,0.8621818739495797,0.8621798739495796
5,2,Mel B,percent,0.009999000000000001,0.8621808739495797,0.01
5,2,Sabrina Bryan,percent,0.009999000000000001,0.8621808739495797,0.01
5,2,Cameron Mathison,percent,0.009999000000000001,0.8621818739495797,0.010001
5,2,Floyd Mayweather Jr. ,percent,0.009999000000000001,0.8621818739495797,0.010001
5,2,Jennie Garth,percent,0.009999000000000001,0.8621818739495797,0.010001
5,2,Marie Osmond,percent,0.009999000000000001,0.8621808739495797,0.01
5,2,Albert Reed,percent,0.009999000000000001,0.0935830695187166,0.01
5,2,Wayne Newton,percent,0.035209084033613454,0.8873919579831931,0.035211084033613456
5,2,Helio Castroneves,percent,0.009999000000000001,0.8621808739495797,0.01
5,3,Mark Cuban,percent,0.009999000000000001,0.9100010000000001,0.01
5,3,Jane Seymour,percent,0.009999000000000001,0.9100010000000001,0.01
5,3,Mel B,percent,0.009999000000000001,0.9100010000000001,0.01
5,3,Sabrina Bryan,percent,0.009999000000000001,0.9100010000000001,0.01
5,3,Cameron Mathison,percent,0.009999000000000001,0.9100010000000001,0.01
5,3,Floyd Mayweather Jr. ,percent,0.009999000000000001,0.9100010000000001,0.91
5,3,Jennie Garth,percent,0.009999000000000001,0.9100010000000001,0.01
5,3,Marie Osmond,percent,0.009999000000000001,0.9100010000000001,0.01
5,3,Wayne Newton,percent,0.009999000000000001,0.12468639246861923,0.01
5,3,Helio Castroneves,percent,0.009999000000000001,0.9100010000000001,0.01
5,4,Mark Cuban,percent,0.014272504273504273,0.9200010000000001,0.014274504273504272
5,4,Jane Seymour,percent,0.009999000000000001,0.9157274957264957,0.01
5,4,Mel B,percent,0.009999000000000001,0.9157274957264957,0.9157254957264956
5,4,Sabrina Bryan,percent,0.009999000000000001,0.9157274957264957,0.01
5,4,Cameron Mathison,percent,0.009999000000000001,0.9157274957264957,0.01
5,4,Floyd Mayweather Jr. ,percent,0.009999000000000001,0.12393184615384616,0.01
5,4,Jennie Garth,percent,0.009999000000000001,0.9157274957264957,0.01
5,4,Marie Osmond,percent,0.009999000000000001,0.9157274957264957,0.01
5,4,Helio Castroneves,percent,0.009999000000000001,0.9157274957264957,0.01
5,5,Mark Cuban,percent,0.009999000000000001,0.14447261180904522,0.01
5,5,Jane Seymour,percent,0.009999000000000001,0.930001,0.01
5,5,Mel B,percent,0.009999000000000001,0.930001,0.9299989999999999
5,5,Sabrina Bryan,percent,0.009999000000000001,0.930001,0.01
5,5,Cameron Mathison,percent,0.009999000000000001,0.930001,0.01
5,5,Jennie Garth,percent,0.009999000000000001,0.930001,0.01
5,5,Marie Osmond,percent,0.009999000000000001,0.930001,0.010001
5,5,Helio Castroneves,percent,0.009999000000000001,0.930001,0.01
5,6,Jane Seymour,percent,0.026665666666666678,0.9288888888888889,0.02666766666666668
5,6,Mel B,percent,0.009999000000000001,0.9122212222222222,0.01
5,6,Sabrina Bryan,percent,0.009999000000000001,0.1468256825396825,0.01
5,6,Cameron Mathison,percent,0.009999000000000001,0.9122222222222222,0.010001
5,6,Jennie Garth,percent,0.009999000000000001,0.9122212222222222,0.01
5,6,Marie Osmond,percent,0.021110111111111125,0.9233333333333333,0.021112111111111127
5,6,Helio Castroneves,percent,0.009999000000000001,0.9122212222222222,0.9122192222222222
5,7,Jane Seymour,percent,0.009999000000000001,0.17307725641025642,0.01
5,7,Mel B,percent,0.009999000000000001,0.950001,0.01
5,7,Cameron Mathison,percent,0.009999000000000001,0.950001,0.95
5,7,Jennie Garth,percent,0.009999000000000001,0.950001,0.01
5,7,Marie Osmond,percent,0.009999000000000001,0.950001,0.01
5,7,Helio Castroneves,percent,0.009999000000000001,0.950001,0.01
5,8,Mel B,percent,0.009999000000000001,0.9485931558935361,0.01
5,8,Cameron Mathison,percent,0.009999000000000001,0.20608405019011405,0.01
5,8,Jennie Garth,percent,0.013801281368821298,0.9523964372623575,0.013803281368821297
5,8,Marie Osmond,percent,0.017603562737642565,0.9561987186311787,0.9561967186311787
5,8,Helio Castroneves,percent,0.009999000000000001,0.9485931558935361,0.01
5,9,Jennie Garth,percent,0.009999000000000001,0.2521372521367521,0.01
5,9,Mel B,percent,0.009999000000000001,0.9614539914529915,0.01
5,9,Marie Osmond,percent,0.018546008547008542,0.970001,0.018548008547008544
5,9,Helio Castroneves,percent,0.009999000000000001,0.9614539914529915,0.9614519914529914
6,2,Cristian de la Fuente,percent,0.009999000000000001,0.8861099494163425,0.01
6,2,Jason Taylor,percent,0.009999000000000001,0.8861099494163425,0.01
6,2,Priscilla Presley,percent,0.009999000000000001,0.8861099494163425,0.01
6,2,Steve Guttenberg,percent,0.013890050583657589,0.890001,0.013892050583657587
6,2,Marissa Jaret Winokur,percent,0.009999000000000001,0.8861099494163425,0.01
6,2,Penn Jillette,percent,0.009999000000000001,0.10945543473646975,0.01
6,2,Kristi Yamaguchi,percent,0.009999000000000001,0.8861099494163425,0.01
6,2,Shannon Elizabeth,percent,0.009999000000000001,0.8861099494163425,0.01
6,2,Mario,percent,0.009999000000000001,0.8861099494163425,0.01
6,2,Marlee Matlin,percent,0.009999000000000001,0.8861099494163425,0.8861079494163424
6,2,Adam Carolla,percent,0.009999000000000001,0.8861099494163425,0.01
6,2,Monica Seles,percent,0.009999000000000001,0.1165300721613017,0.01
6,3,Cristian de la Fuente,percent,0.009999000000000001,0.9012260701754385,0.01
6,3,Jason Taylor,percent,0.009999000000000001,0.9012260701754385,0.01
6,3,Priscilla Presley,percent,0.009999000000000001,0.9012260701754385,0.01
6,3,Steve Guttenberg,percent,0.009999000000000001,0.10789493684210524,0.01
6,3,Marissa Jaret Winokur,percent,0.0187709298245614,0.9099989999999999,0.018772929824561402
6,3,Kristi Yamaguchi,percent,0.009999000000000001,0.9012260701754385,0.9012240701754385
6,3,Shannon Elizabeth,percent,0.009999000000000001,0.9012260701754385,0.01
6,3,Mario,percent,0.009999000000000001,0.9012270701754386,0.010001
6,3,Marlee Matlin,percent,0.009999000000000001,0.9012270701754386,0.010001
6,3,Adam Carolla,percent,0.009999000000000001,0.9012270701754386,0.010001
6,4,Cristian de la Fuente,percent,0.009999000000000001,0.9200010000000001,0.01
6,4,Jason Taylor,percent,0.009999000000000001,0.9200010000000001,0.01
6,4,Priscilla Presley,percent,0.009999000000000001,0.9200010000000001,0.92
6,4,Marissa Jaret Winokur,percent,0.009999000000000001,0.9200010000000001,0.01
6,4,Kristi Yamaguchi,percent,0.009999000000000001,0.9200010000000001,0.01
6,4,Shannon Elizabeth,percent,0.009999000000000001,0.9200010000000001,0.01
6,4,Mario,percent,0.009999000000000001,0.9200010000000001,0.01
6,4,Marlee Matlin,percent,0.009999000000000001,0.9200010000000001,0.01
6,4,Adam Carolla,percent,0.009999000000000001,0.13777799999999996,0.01
6,5,Cristian de la Fuente,percent,0.009999000000000001,0.930001,0.13265318622448977
6,5,Jason Taylor,percent,0.009999000000000001,0.930001,0.11224502295918366
6,5,Priscilla Presley,percent,0.009999000000000001,0.14285739285714283,0.14285626785714284
6,5,Marissa Jaret Winokur,percent,0.009999000000000001,0.930001,0.12755114540816323
6,5,Kristi Yamaguchi,percent,0.009999000000000001,0.930001,0.10204094132653059
6,5,Shannon Elizabeth,percent,0.009999000000000001,0.930001,0.13265318622448977
6,5,Mario,percent,0.009999000000000001,0.930001,0.11224502295918366
6,5,Marlee Matlin,percent,0.009999000000000001,0.930001,0.1377552270408163
6,6,Cristian de la Fuente,percent,0.009999000000000001,0.940001,0.13571442857142854
6,6,Jason Taylor,percent,0.009999000000000001,0.940001,0.1523810952380952
6,6,Marissa Jaret Winokur,percent,0.009999000000000001,0.940001,0.1412699841269841
6,6,Kristi Yamaguchi,percent,0.009999000000000001,0.940001,0.11904776190476188
6,6,Shannon Elizabeth,percent,0.009999000000000001,0.940001,0.1523810952380952
6,6,Mario,percent,0.009999000000000001,0.940001,0.13015887301587298
6,6,Marlee Matlin,percent,0.009999000000000001,0.16904790476190473,0.16904676190476187
6,7,Cristian de la Fuente,percent,0.026180229773462786,0.950001,0.026182229773462788
6,7,Jason Taylor,percent,0.009999000000000001,0.9338187702265371,0.01
6,7,Marissa Jaret Winokur,percent,0.009999000000000001,0.9338187702265371,0.9338167702265372
6,7,Kristi Yamaguchi,percent,0.009999000000000001,0.9338187702265371,0.01
6,7,Shannon Elizabeth,percent,0.009999000000000001,0.16828512297734627,0.01
6,7,Mario,percent,0.009999000000000001,0.9338197702265372,0.010001
6,8,Cristian de la Fuente,percent,0.009999000000000001,0.9450187265917603,0.01
6,8,Jason Taylor,percent,0.013744318352059935,0.9487650449438202,0.013746318352059934
6,8,Marissa Jaret Winokur,percent,0.021234955056179772,0.9562556816479401,0.021236955056179774
6,8,Kristi Yamaguchi,percent,0.009999000000000001,0.9450187265917603,0.9450167265917603
6,8,Mario,percent,0.009999000000000001,0.201498527340824,0.01
6,9,Cristian de la Fuente,percent,0.009999000000000001,0.970001,0.01
6,9,Jason Taylor,percent,0.009999000000000001,0.970001,0.01
6,9,Marissa Jaret Winokur,percent,0.009999000000000001,0.2636368636363636,0.01
6,9,Kristi Yamaguchi,percent,0.009999000000000001,0.970001,0.97
7,1,Ted McGinley,percent,0.009999000000000001,0.08845254761904764,0.01
7,1,Warren Sapp,percent,0.009999000000000001,0.8661091111111111,0.01
7,1,Cloris Leachman,percent,0.019919634920634924,0.876030746031746,0.019921634920634926
7,1,Maurice Greene,percent,0.009999000000000001,0.8661091111111111,0.01
7,1,Brooke Burke,percent,0.009999000000000001,0.8661091111111111,0.01
7,1,Kim Kardashian,percent,0.009999000000000001,0.8661101111111111,0.010001
7,1,Rocco DiSpirito,percent,0.013967253968253969,0.8700783650793651,0.013969253968253968
7,1,Toni Braxton,percent,0.009999000000000001,0.8661091111111111,0.01
7,1,Susan Lucci,percent,0.009999000000000001,0.8661101111111111,0.8661081111111111
7,1,Jeffrey Ross,percent,0.009999000000000001,0.1120967275132275,0.01
7,1,Misty May-Treanor,percent,0.009999000000000001,0.8661091111111111,0.01
7,1,Cody Linley,percent,0.009999000000000001,0.8661091111111111,0.01
7,1,Lance Bass,percent,0.009999000000000001,0.8661091111111111,0.01
7,2,Warren Sapp,percent,0.009999000000000001,0.8864253393665159,0.01
7,2,Cloris Leachman,percent,0.019048773755656116,0.895476113122172,0.895474113122172
7,2,Maurice Greene,percent,0.009999000000000001,0.8864253393665159,0.01
7,2,Brooke Burke,percent,0.009999000000000001,0.8864253393665159,0.01
7,2,Rocco DiSpirito,percent,0.014523886877828053,0.890951226244344,0.014525886877828052
7,2,Toni Braxton,percent,0.009999000000000001,0.8864253393665159,0.01
7,2,Susan Lucci,percent,0.009999000000000001,0.8864253393665159,0.01
7,2,Kim Kardashian,percent,0.009999000000000001,0.10489528671328673,0.01
7,2,Misty May-Treanor,percent,0.009999000000000001,0.8864253393665159,0.01
7,2,Cody Linley,percent,0.009999000000000001,0.8864253393665159,0.01
7,2,Lance Bass,percent,0.009999000000000001,0.8864253393665159,0.01
7,4,Warren Sapp,percent,0.009999000000000001,0.9200010000000001,0.01
7,4,Cloris Leachman,percent,0.009999000000000001,0.9200010000000001,0.01
7,4,Maurice Greene,percent,0.009999000000000001,0.9200010000000001,0.92
7,4,Brooke Burke,percent,0.009999000000000001,0.9200010000000001,0.01
7,4,Toni Braxton,percent,0.009999000000000001,0.9200010000000001,0.01
7,4,Susan Lucci,percent,0.009999000000000001,0.9200010000000001,0.01
7,4,Rocco DiSpirito,percent,0.009999000000000001,0.1335524937055282,0.01
7,4,Cody Linley,percent,0.009999000000000001,0.9200010000000001,0.01
7,4,Lance Bass,percent,0.009999000000000001,0.9200010000000001,0.01
7,5,Warren Sapp,percent,0.009999000000000001,0.9197425897435897,0.01
7,5,Cloris Leachman,percent,0.015127205128205125,0.9248717948717948,0.015129205128205123
7,5,Maurice Greene,percent,0.009999000000000001,0.9197425897435897,0.9197405897435896
7,5,Brooke Burke,percent,0.009999000000000001,0.9197425897435897,0.01
7,5,Toni Braxton,percent,0.009999000000000001,0.1371797371794872,0.01
7,5,Susan Lucci,percent,0.009999000000000001,0.9197435897435897,0.010001
7,5,Cody Linley,percent,0.009999000000000001,0.9197425897435897,0.01
7,5,Lance Bass,percent,0.015127205128205125,0.9248717948717948,0.015129205128205123
7,6,Warren Sapp,percent,0.009999000000000001,0.940001,0.01
7,6,Cloris Leachman,percent,0.009999000000000001,0.19196457142857137,0.01
7,6,Maurice Greene,percent,0.009999000000000001,0.940001,0.01
7,6,Brooke Burke,percent,0.009999000000000001,0.940001,0.01
7,6,Susan Lucci,percent,0.009999000000000001,0.940001,0.01
7,6,Cody Linley,percent,0.009999000000000001,0.940001,0.01
7,6,Lance Bass,percent,0.009999000000000001,0.940001,0.94
7,7,Warren Sapp,percent,0.03040716326530612,0.9363955578231292,0.03040916326530612
7,7,Maurice Greene,percent,0.009999000000000001,0.9159863945578232,0.01
7,7,Brooke Burke,percent,0.009999000000000001,0.9159863945578232,0.9159843945578232
7,7,Susan Lucci,percent,0.009999000000000001,0.17006836054421773,0.01
7,7,Cody Linley,percent,0.023604442176870733,0.9295928367346938,0.023606442176870735
7,7,Lance Bass,percent,0.009999000000000001,0.9159863945578232,0.01
7,8,Warren Sapp,percent,0.009999000000000001,0.960001,0.01
7,8,Maurice Greene,percent,0.009999000000000001,0.21176510588235295,0.01
7,8,Brooke Burke,percent,0.009999000000000001,0.960001,0.01
7,8,Cody Linley,percent,0.009999000000000001,0.960001,0.96
7,8,Lance Bass,percent,0.009999000000000001,0.960001,0.01
7,9,Brooke Burke,percent,0.009999000000000001,0.970001,0.01
7,9,Cody Linley,percent,0.009999000000000001,0.2711447786069652,0.01
7,9,Lance Bass,percent,0.009999000000000001,0.970001,0.01
7,9,Warren Sapp,percent,0.009999000000000001,0.970001,0.97
8,2,Ty Murray,percent,0.009999000000000001,0.8573564905660377,0.01
8,2,Holly Madison,percent,0.009999000000000001,0.8573574905660377,0.010001
8,2,Melissa Rycroft,percent,0.009999000000000001,0.8573564905660377,0.8573544905660376
8,2,Shawn Johnson,percent,0.009999000000000001,0.8573564905660377,0.01
8,2,Steve Wozniak,percent,0.013772584905660377,0.8611310754716981,0.013774584905660376
8,2,David Alan Grier,percent,0.013772584905660377,0.8611310754716981,0.013774584905660376
8,2,Denise Richards,percent,0.009999000000000001,0.8573564905660377,0.01
8,2,Belinda Carlisle,percent,0.009999000000000001,0.08592177939042094,0.01
