season,contestant,week,judge1,judge2,judge3,judge4,total_score,num_judges,all_na,has_score
2,George Hamilton,2,8.0,7.0,7.0,,22.0,3,False,True
2,George Hamilton,3,7.0,7.0,8.0,,22.0,3,False,True
2,George Hamilton,4,7.0,7.0,7.0,,21.0,3,False,True
2,George Hamilton,5,8.0,8.0,8.0,,24.0,3,False,True
2,George Hamilton,6,8.0,7.0,8.0,,23.0,3,False,True
2,George Hamilton,7,0.0,0.0,0.0,,0.0,3,False,False
2,George Hamilton,8,0.0,0.0,0.0,,0.0,3,False,False
2,George Hamilton,9,,,,,,0,True,False
2,George Hamilton,10,,,,,,0,True,False
2,George Hamilton,11,,,,,,0,True,False
2,Lisa Rinna,1,5.0,7.0,7.0,,19.0,3,False,True
2,Lisa Rinna,2,6.0,7.0,7.0,,20.0,3,False,True
2,Lisa Rinna,3,8.0,8.0,9.0,,25.0,3,False,True
2,Lisa Rinna,4,9.0,9.0,8.0,,26.0,3,False,True
2,Lisa Rinna,5,7.0,9.0,9.0,,25.0,3,False,True
2,Lisa Rinna,6,9.0,9.0,9.0,,27.0,3,False,True
2,Lisa Rinna,7,8.5,9.0,9.0,,26.5,3,False,True
2,Lisa Rinna,8,0.0,0.0,0.0,,0.0,3,False,False
2,Lisa Rinna,9,,,,,,0,True,False
2,Lisa Rinna,10,,,,,,0,True,False
2,Lisa Rinna,11,,,,,,0,True,False
2,Stacy Keibler,1,8.0,6.0,8.0,,22.0,3,False,True
2,Stacy Keibler,2,9.0,10.0,10.0,,29.0,3,False,True
2,Stacy Keibler,3,9.0,9.0,9.0,,27.0,3,False,True
2,Stacy Keibler,4,8.0,9.0,9.0,,26.0,3,False,True
2,Stacy Keibler,5,10.0,10.0,10.0,,30.0,3,False,True
2,Stacy Keibler,6,10.0,10.0,10.0,,30.0,3,False,True
2,Stacy Keibler,7,9.0,9.0,9.5,,27.5,3,False,True
2,Stacy Keibler,8,9.3333,9.6666,9.6666,,28.6665,3,False,True
2,Stacy Keibler,9,,,,,,0,True,False
2,Stacy Keibler,10,,,,,,0,True,False
2,Stacy Keibler,11,,,,,,0,True,False
2,Jerry Rice,1,7.0,7.0,7.0,,21.0,3,False,True
2,Jerry Rice,2,7.0,8.0,8.0,,23.0,3,False,True
2,Jerry Rice,3,7.0,6.0,6.0,,19.0,3,False,True
2,Jerry Rice,4,8.0,8.0,8.0,,24.0,3,False,True
2,Jerry Rice,5,7.0,8.0,8.0,,23.0,3,False,True
2,Jerry Rice,6,8.0,7.0,8.0,,23.0,3,False,True
2,Jerry Rice,7,7.0,7.0,6.5,,20.5,3,False,True
2,Jerry Rice,8,9.0,9.0,8.6666,,26.666600000000003,3,False,True
2,Jerry Rice,9,,,,,,0,True,False
2,Jerry Rice,10,,,,,,0,True,False
2,Jerry Rice,11,,,,,,0,True,False
2,Giselle Fernandez,1,7.0,8.0,8.0,,23.0,3,False,True
2,Giselle Fernandez,2,8.0,8.0,8.0,,24.0,3,False,True
2,Giselle Fernandez,3,7.0,8.0,7.0,,22.0,3,False,True
2,Giselle Fernandez,4,0.0,0.0,0.0,,0.0,3,False,False
2,Giselle Fernandez,5,0.0,0.0,0.0,,0.0,3,False,False
2,Giselle Fernandez,6,0.0,0.0,0.0,,0.0,3,False,False
2,Giselle Fernandez,7,0.0,0.0,0.0,,0.0,3,False,False
2,Giselle Fernandez,8,0.0,0.0,0.0,,0.0,3,False,False
2,Giselle Fernandez,9,,,,,,0,True,False
2,Giselle Fernandez,10,,,,,,0,True,False
2,Giselle Fernandez,11,,,,,,0,True,False
2,Master P,1,4.0,4.0,4.0,,12.0,3,False,True
2,Master P,2,6.0,5.0,5.0,,16.0,3,False,True
2,Master P,3,6.0,4.0,4.0,,14.0,3,False,True
2,Master P,4,4.0,2.0,2.0,,8.0,3,False,True
2,Master P,5,0.0,0.0,0.0,,0.0,3,False,False
2,Master P,6,0.0,0.0,0.0,,0.0,3,False,False
2,Master P,7,0.0,0.0,0.0,,0.0,3,False,False
2,Master P,8,0.0,0.0,0.0,,0.0,3,False,False
2,Master P,9,,,,,,0,True,False
2,Master P,10,,,,,,0,True,False
2,Master P,11,,,,,,0,True,False
2,Drew Lachey,1,8.0,8.0,8.0,,24.0,3,False,True
2,Drew Lachey,2,9.0,9.0,9.0,,27.0,3,False,True
2,Drew Lachey,3,9.0,9.0,9.0,,27.0,3,False,True
2,Drew Lachey,4,9.0,9.0,10.0,,28.0,3,False,True
2,Drew Lachey,5,9.0,9.0,9.0,,27.0,3,False,True
2,Drew Lachey,6,10.0,10.0,10.0,,30.0,3,False,True
2,Drew Lachey,7,9.5,9.0,9.0,,27.5,3,False,True
2,Drew Lachey,8,9.6666,9.6666,9.6666,,28.9998,3,False,True
2,Drew Lachey,9,,,,,,0,True,False
2,Drew Lachey,10,,,,,,0,True,False
2,Drew Lachey,11,,,,,,0,True,False
2,Kenny Mayne,1,4.0,5.0,4.0,,13.0,3,False,True
2,Kenny Mayne,2,0.0,0.0,0.0,,0.0,3,False,False
2,Kenny Mayne,3,0.0,0.0,0.0,,0.0,3,False,False
2,Kenny Mayne,4,0.0,0.0,0.0,,0.0,3,False,False
2,Kenny Mayne,5,0.0,0.0,0.0,,0.0,3,False,False
2,Kenny Mayne,6,0.0,0.0,0.0,,0.0,3,False,False
2,Kenny Mayne,7,0.0,0.0,0.0,,0.0,3,False,False
2,Kenny Mayne,8,0.0,0.0,0.0,,0.0,3,False,False
2,Kenny Mayne,9,,,,,,0,True,False
2,Kenny Mayne,10,,,,,,0,True,False
2,Kenny Mayne,11,,,,,,0,True,False
3,Harry Hamlin,1,5.0,6.0,6.0,,17.0,3,False,True
3,Harry Hamlin,2,7.0,7.0,7.0,,21.0,3,False,True
3,Harry Hamlin,3,7.0,8.0,7.0,,22.0,3,False,True
3,Harry Hamlin,4,0.0,0.0,0.0,,0.0,3,False,False
3,Harry Hamlin,5,0.0,0.0,0.0,,0.0,3,False,False
3,Harry Hamlin,6,0.0,0.0,0.0,,0.0,3,False,False
3,Harry Hamlin,7,0.0,0.0,0.0,,0.0,3,False,False
3,Harry Hamlin,8,0.0,0.0,0.0,,0.0,3,False,False
3,Harry Hamlin,9,0.0,0.0,0.0,,0.0,3,False,False
3,Harry Hamlin,10,0.0,0.0,0.0,,0.0,3,False,False
3,Harry Hamlin,11,,,,,,0,True,False
3,Vivica A. Fox,1,6.0,8.0,8.0,,22.0,3,False,True
3,Vivica A. Fox,2,8.0,8.0,8.0,,24.0,3,False,True
3,Vivica A. Fox,3,9.0,9.0,9.0,,27.0,3,False,True
3,Vivica A. Fox,4,8.0,8.0,8.0,,24.0,3,False,True
3,Vivica A. Fox,5,0.0,0.0,0.0,,0.0,3,False,False
3,Vivica A. Fox,6,0.0,0.0,0.0,,0.0,3,False,False
3,Vivica A. Fox,7,0.0,0.0,0.0,,0.0,3,False,False
3,Vivica A. Fox,8,0.0,0.0,0.0,,0.0,3,False,False
3,Vivica A. Fox,9,0.0,0.0,0.0,,0.0,3,False,False
3,Vivica A. Fox,10,0.0,0.0,0.0,,0.0,3,False,False
3,Vivica A. Fox,11,,,,,,0,True,False
3,Monique Coleman,1,6.0,6.0,7.0,,19.0,3,False,True
3,Monique Coleman,2,9.0,8.0,9.0,,26.0,3,False,True
3,Monique Coleman,3,9.0,9.0,9.0,,27.0,3,False,True
3,Monique Coleman,4,8.0,8.0,8.0,,24.0,3,False,True
3,Monique Coleman,5,9.0,9.0,9.0,,27.0,3,False,True
3,Monique Coleman,6,9.0,7.0,7.0,,23.0,3,False,True
3,Monique Coleman,7,9.0,9.0,9.0,,27.0,3,False,True
3,Monique Coleman,8,8.5,9.0,9.0,,26.5,3,False,True
3,Monique Coleman,9,0.0,0.0,0.0,,0.0,3,False,False
3,Monique Coleman,10,0.0,0.0,0.0,,0.0,3,False,False
3,Monique Coleman,11,,,,,,0,True,False
3,Joey Lawrence,1,7.0,7.0,7.0,,21.0,3,False,True
3,Joey Lawrence,2,10.0,9.0,10.0,,29.0,3,False,True
3,Joey Lawrence,3,8.0,6.0,8.0,,22.0,3,False,True
3,Joey Lawrence,4,9.0,9.0,9.0,,27.0,3,False,True
3,Joey Lawrence,5,8.0,8.0,9.0,,25.0,3,False,True
3,Joey Lawrence,6,8.0,8.0,8.0,,24.0,3,False,True
3,Joey Lawrence,7,9.5,9.0,10.0,,28.5,3,False,True
3,Joey Lawrence,8,9.5,8.5,9.0,,27.0,3,False,True
3,Joey Lawrence,9,9.5,10.0,10.0,,29.5,3,False,True
3,Joey Lawrence,10,0.0,0.0,0.0,,0.0,3,False,False
3,Joey Lawrence,11,,,,,,0,True,False
3,Mario Lopez,1,9.0,8.0,9.0,,26.0,3,False,True
3,Mario Lopez,2,7.0,6.0,8.0,,21.0,3,False,True
3,Mario Lopez,3,8.0,6.0,8.0,,22.0,3,False,True
3,Mario Lopez,4,10.0,9.0,10.0,,29.0,3,False,True
3,Mario Lopez,5,9.0,9.0,9.0,,27.0,3,False,True
3,Mario Lopez,6,9.0,9.0,10.0,,28.0,3,False,True
3,Mario Lopez,7,9.5,9.0,9.5,,28.0,3,False,True
3,Mario Lopez,8,9.5,9.0,10.0,,28.5,3,False,True
3,Mario Lopez,9,10.0,9.5,10.0,,29.5,3,False,True
3,Mario Lopez,10,10.0,10.0,9.6666,,29.666600000000003,3,False,True
3,Mario Lopez,11,,,,,,0,True,False
3,Emmitt Smith,1,8.0,8.0,8.0,,24.0,3,False,True
3,Emmitt Smith,2,8.0,8.0,8.0,,24.0,3,False,True
3,Emmitt Smith,3,7.0,6.0,6.0,,19.0,3,False,True
3,Emmitt Smith,4,8.0,8.0,8.0,,24.0,3,False,True
3,Emmitt Smith,5,9.0,9.0,9.0,,27.0,3,False,True
3,Emmitt Smith,6,8.0,8.0,9.0,,25.0,3,False,True
3,Emmitt Smith,7,10.0,9.5,9.0,,28.5,3,False,True
3,Emmitt Smith,8,8.5,9.0,9.5,,27.0,3,False,True
3,Emmitt Smith,9,9.5,10.0,10.0,,29.5,3,False,True
3,Emmitt Smith,10,10.0,9.6666,10.0,,29.666600000000003,3,False,True
3,Emmitt Smith,11,,,,,,0,True,False
3,Shanna Moakler,1,7.0,5.0,6.0,,18.0,3,False,True
3,Shanna Moakler,2,8.0,7.0,7.0,,22.0,3,False,True
3,Shanna Moakler,3,0.0,0.0,0.0,,0.0,3,False,False
3,Shanna Moakler,4,0.0,0.0,0.0,,0.0,3,False,False
3,Shanna Moakler,5,0.0,0.0,0.0,,0.0,3,False,False
3,Shanna Moakler,6,0.0,0.0,0.0,,0.0,3,False,False
3,Shanna Moakler,7,0.0,0.0,0.0,,0.0,3,False,False
3,Shanna Moakler,8,0.0,0.0,0.0,,0.0,3,False,False
3,Shanna Moakler,9,0.0,0.0,0.0,,0.0,3,False,False
3,Shanna Moakler,10,0.0,0.0,0.0,,0.0,3,False,False
3,Shanna Moakler,11,,,,,,0,True,False
3,Willa Ford,1,7.0,7.0,8.0,,22.0,3,False,True
3,Willa Ford,2,7.0,8.0,8.0,,23.0,3,False,True
3,Willa Ford,3,7.0,7.0,8.0,,22.0,3,False,True
3,Willa Ford,4,9.0,9.0,10.0,,28.0,3,False,True
3,Willa Ford,5,9.0,9.0,9.0,,27.0,3,False,True
3,Willa Ford,6,0.0,0.0,0.0,,0.0,3,False,False
3,Willa Ford,7,0.0,0.0,0.0,,0.0,3,False,False
3,Willa Ford,8,0.0,0.0,0.0,,0.0,3,False,False
3,Willa Ford,9,0.0,0.0,0.0,,0.0,3,False,False
3,Willa Ford,10,0.0,0.0,0.0,,0.0,3,False,False
3,Willa Ford,11,,,,,,0,True,False
3,Sara Evans,1,5.0,5.0,5.0,,15.0,3,False,True
3,Sara Evans,2,7.0,7.0,7.0,,21.0,3,False,True
3,Sara Evans,3,8.0,9.0,8.0,,25.0,3,False,True
3,Sara Evans,4,6.0,7.0,7.0,,20.0,3,False,True
3,Sara Evans,5,8.0,8.0,8.0,,24.0,3,False,True
3,Sara Evans,6,0.0,0.0,0.0,,0.0,3,False,False
3,Sara Evans,7,0.0,0.0,0.0,,0.0,3,False,False
3,Sara Evans,8,0.0,0.0,0.0,,0.0,3,False,False
3,Sara Evans,9,0.0,0.0,0.0,,0.0,3,False,False
3,Sara Evans,10,0.0,0.0,0.0,,0.0,3,False,False
3,Sara Evans,11,,,,,,0,True,False
3,Jerry Springer,1,5.0,5.0,6.0,,16.0,3,False,True
3,Jerry Springer,2,7.0,6.0,6.0,,19.0,3,False,True
3,Jerry Springer,3,7.0,7.0,7.0,,21.0,3,False,True
3,Jerry Springer,4,7.0,7.0,8.0,,22.0,3,False,True
3,Jerry Springer,5,8.0,8.0,8.0,,24.0,3,False,True
3,Jerry Springer,6,7.0,6.0,5.0,,18.0,3,False,True
3,Jerry Springer,7,7.5,8.0,7.5,,23.0,3,False,True
3,Jerry Springer,8,0.0,0.0,0.0,,0.0,3,False,False
3,Jerry Springer,9,0.0,0.0,0.0,,0.0,3,False,False
3,Jerry Springer,10,0.0,0.0,0.0,,0.0,3,False,False
3,Jerry Springer,11,,,,,,0,True,False
3,Tucker Carlson,1,5.0,4.0,3.0,,12.0,3,False,True
3,Tucker Carlson,2,0.0,0.0,0.0,,0.0,3,False,False
3,Tucker Carlson,3,0.0,0.0,0.0,,0.0,3,False,False
3,Tucker Carlson,4,0.0,0.0,0.0,,0.0,3,False,False
3,Tucker Carlson,5,0.0,0.0,0.0,,0.0,3,False,False
3,Tucker Carlson,6,0.0,0.0,0.0,,0.0,3,False,False
3,Tucker Carlson,7,0.0,0.0,0.0,,0.0,3,False,False
3,Tucker Carlson,8,0.0,0.0,0.0,,0.0,3,False,False
3,Tucker Carlson,9,0.0,0.0,0.0,,0.0,3,False,False
3,Tucker Carlson,10,0.0,0.0,0.0,,0.0,3,False,False
3,Tucker Carlson,11,,,,,,0,True,False
4,John Ratzenberger,1,6.0,5.0,6.0,,17.0,3,False,True
4,John Ratzenberger,2,7.0,7.0,7.0,,21.0,3,False,True
4,John Ratzenberger,3,7.0,6.0,7.0,,20.0,3,False,True
4,John Ratzenberger,4,6.0,5.0,5.0,,16.0,3,False,True
4,John Ratzenberger,5,6.0,6.0,6.0,,18.0,3,False,True
4,John Ratzenberger,6,7.0,6.0,6.0,,19.0,3,False,True
4,John Ratzenberger,7,7.5,7.5,7.5,,22.5,3,False,True
4,John Ratzenberger,8,0.0,0.0,0.0,,0.0,3,False,False
4,John Ratzenberger,9,0.0,0.0,0.0,,0.0,3,False,False
4,John Ratzenberger,10,0.0,0.0,0.0,,0.0,3,False,False
4,John Ratzenberger,11,,,,,,0,True,False
4,Ian Ziering,1,7.0,7.0,7.0,,21.0,3,False,True
4,Ian Ziering,2,7.0,8.0,7.0,,22.0,3,False,True
4,Ian Ziering,3,8.0,8.0,8.0,,24.0,3,False,True
4,Ian Ziering,4,7.0,9.0,8.0,,24.0,3,False,True
4,Ian Ziering,5,8.0,8.0,8.0,,24.0,3,False,True
4,Ian Ziering,6,8.0,8.0,8.0,,24.0,3,False,True
4,Ian Ziering,7,9.0,9.0,9.0,,27.0,3,False,True
4,Ian Ziering,8,8.0,7.5,8.0,,23.5,3,False,True
4,Ian Ziering,9,9.5,10.0,9.5,,29.0,3,False,True
4,Ian Ziering,10,0.0,0.0,0.0,,0.0,3,False,False
4,Ian Ziering,11,,,,,,0,True,False
4,Clyde Drexler,1,6.0,5.0,5.0,,16.0,3,False,True
4,Clyde Drexler,2,6.0,6.0,6.0,,18.0,3,False,True
4,Clyde Drexler,3,6.0,5.0,5.0,,16.0,3,False,True
4,Clyde Drexler,4,6.0,4.0,5.0,,15.0,3,False,True
4,Clyde Drexler,5,4.0,5.0,4.0,,13.0,3,False,True
4,Clyde Drexler,6,0.0,0.0,0.0,,0.0,3,False,False
4,Clyde Drexler,7,0.0,0.0,0.0,,0.0,3,False,False
4,Clyde Drexler,8,0.0,0.0,0.0,,0.0,3,False,False
4,Clyde Drexler,9,0.0,0.0,0.0,,0.0,3,False,False
4,Clyde Drexler,10,0.0,0.0,0.0,,0.0,3,False,False
4,Clyde Drexler,11,,,,,,0,True,False
4,Laila Ali,1,7.0,8.0,8.0,,23.0,3,False,True
4,Laila Ali,2,9.0,9.0,9.0,,27.0,3,False,True
4,Laila Ali,3,7.0,7.0,7.0,,21.0,3,False,True
4,Laila Ali,4,7.0,7.0,7.0,,21.0,3,False,True
4,Laila Ali,5,9.0,10.0,9.0,,28.0,3,False,True
4,Laila Ali,6,9.0,9.0,10.0,,28.0,3,False,True
4,Laila Ali,7,10.0,9.5,10.0,,29.5,3,False,True
4,Laila Ali,8,9.0,8.5,9.0,,26.5,3,False,True
4,Laila Ali,9,10.0,10.0,10.0,,30.0,3,False,True
4,Laila Ali,10,9.6666,9.0,9.6666,,28.3332,3,False,True
4,Laila Ali,11,,,,,,0,True,False
4,Apolo Anton Ohno,1,7.0,7.0,7.0,,21.0,3,False,True
4,Apolo Anton Ohno,2,8.0,9.0,9.0,,26.0,3,False,True
4,Apolo Anton Ohno,3,7.0,8.0,8.0,,23.0,3,False,True
4,Apolo Anton Ohno,4,9.0,8.0,9.0,,26.0,3,False,True
4,Apolo Anton Ohno,5,10.0,10.0,10.0,,30.0,3,False,True
4,Apolo Anton Ohno,6,9.0,9.0,10.0,,28.0,3,False,True
4,Apolo Anton Ohno,7,9.0,8.5,9.5,,27.0,3,False,True
4,Apolo Anton Ohno,8,10.0,9.0,10.0,,29.0,3,False,True
4,Apolo Anton Ohno,9,10.0,9.5,10.0,,29.5,3,False,True
4,Apolo Anton Ohno,10,9.6666,9.6666,10.0,,29.3332,3,False,True
4,Apolo Anton Ohno,11,,,,,,0,True,False
4,Shandi Finnessey,1,6.0,6.0,7.0,,19.0,3,False,True
4,Shandi Finnessey,2,6.0,7.0,7.0,,20.0,3,False,True
4,Shandi Finnessey,3,7.0,7.0,7.0,,21.0,3,False,True
4,Shandi Finnessey,4,0.0,0.0,0.0,,0.0,3,False,False
4,Shandi Finnessey,5,0.0,0.0,0.0,,0.0,3,False,False
4,Shandi Finnessey,6,0.0,0.0,0.0,,0.0,3,False,False
4,Shandi Finnessey,7,0.0,0.0,0.0,,0.0,3,False,False
4,Shandi Finnessey,8,0.0,0.0,0.0,,0.0,3,False,False
4,Shandi Finnessey,9,0.0,0.0,0.0,,0.0,3,False,False
4,Shandi Finnessey,10,0.0,0.0,0.0,,0.0,3,False,False
4,Shandi Finnessey,11,,,,,,0,True,False
4,Paulina Porizkova,1,6.0,6.0,7.0,,19.0,3,False,True
4,Paulina Porizkova,2,7.0,7.0,7.0,,21.0,3,False,True
4,Paulina Porizkova,3,0.0,0.0,0.0,,0.0,3,False,False
4,Paulina Porizkova,4,0.0,0.0,0.0,,0.0,3,False,False
4,Paulina Porizkova,5,0.0,0.0,0.0,,0.0,3,False,False
4,Paulina Porizkova,6,0.0,0.0,0.0,,0.0,3,False,False
4,Paulina Porizkova,7,0.0,0.0,0.0,,0.0,3,False,False
4,Paulina Porizkova,8,0.0,0.0,0.0,,0.0,3,False,False
4,Paulina Porizkova,9,0.0,0.0,0.0,,0.0,3,False,False
4,Paulina Porizkova,10,0.0,0.0,0.0,,0.0,3,False,False
4,Paulina Porizkova,11,,,,,,0,True,False
4,Heather Mills,1,6.0,6.0,6.0,,18.0,3,False,True
4,Heather Mills,2,8.0,8.0,8.0,,24.0,3,False,True
4,Heather Mills,3,8.0,8.0,8.0,,24.0,3,False,True
4,Heather Mills,4,7.0,8.0,8.0,,23.0,3,False,True
4,Heather Mills,5,7.0,7.0,7.0,,21.0,3,False,True
4,Heather Mills,6,7.0,8.0,8.0,,23.0,3,False,True
4,Heather Mills,7,0.0,0.0,0.0,,0.0,3,False,False
4,Heather Mills,8,0.0,0.0,0.0,,0.0,3,False,False
4,Heather Mills,9,0.0,0.0,0.0,,0.0,3,False,False
4,Heather Mills,10,0.0,0.0,0.0,,0.0,3,False,False
4,Heather Mills,11,,,,,,0,True,False
4,Billy Ray Cyrus,1,5.0,4.0,4.0,,13.0,3,False,True
4,Billy Ray Cyrus,2,7.0,7.0,7.0,,21.0,3,False,True
4,Billy Ray Cyrus,3,7.0,7.0,7.0,,21.0,3,False,True
4,Billy Ray Cyrus,4,7.0,7.0,7.0,,21.0,3,False,True
4,Billy Ray Cyrus,5,6.0,6.0,5.0,,17.0,3,False,True
4,Billy Ray Cyrus,6,7.0,7.0,7.0,,21.0,3,False,True
4,Billy Ray Cyrus,7,6.0,6.5,6.5,,19.0,3,False,True
4,Billy Ray Cyrus,8,6.5,6.5,6.0,,19.0,3,False,True
4,Billy Ray Cyrus,9,0.0,0.0,0.0,,0.0,3,False,False
4,Billy Ray Cyrus,10,0.0,0.0,0.0,,0.0,3,False,False
4,Billy Ray Cyrus,11,,,,,,0,True,False
4,Joey Fatone,1,8.0,8.0,8.0,,24.0,3,False,True
4,Joey Fatone,2,8.0,8.0,8.0,,24.0,3,False,True
4,Joey Fatone,3,8.0,8.0,8.0,,24.0,3,False,True
4,Joey Fatone,4,10.0,9.0,9.0,,28.0,3,False,True
4,Joey Fatone,5,8.0,8.0,9.0,,25.0,3,False,True
4,Joey Fatone,6,9.0,9.0,9.0,,27.0,3,False,True
4,Joey Fatone,7,10.0,9.5,10.0,,29.5,3,False,True
4,Joey Fatone,8,9.5,9.0,9.0,,27.5,3,False,True
4,Joey Fatone,9,10.0,10.0,10.0,,30.0,3,False,True
4,Joey Fatone,10,9.6666,9.3333,9.6666,,28.6665,3,False,True
4,Joey Fatone,11,,,,,,0,True,False
4,Leeza Gibbons,1,5.0,5.0,5.0,,15.0,3,False,True
4,Leeza Gibbons,2,7.0,7.0,7.0,,21.0,3,False,True
4,Leeza Gibbons,3,8.0,8.0,8.0,,24.0,3,False,True
4,Leeza Gibbons,4,6.0,5.0,5.0,,16.0,3,False,True
4,Leeza Gibbons,5,0.0,0.0,0.0,,0.0,3,False,False
4,Leeza Gibbons,6,0.0,0.0,0.0,,0.0,3,False,False
4,Leeza Gibbons,7,0.0,0.0,0.0,,0.0,3,False,False
4,Leeza Gibbons,8,0.0,0.0,0.0,,0.0,3,False,False
4,Leeza Gibbons,9,0.0,0.0,0.0,,0.0,3,False,False
