season,week,contestant,voting_method,p_wrongful,p_correct,ci_lower,ci_upper,n_samples,wrongful_count,correct_count,classification,fan_vote_lower,fan_vote_upper,fan_vote_mean,fan_vote_median
7,1,Ted McGinley,percent,0.9066,0.0934,0.8982190059284602,0.9143566759236591,5000,4533,467,Uncertain,0.009999000000000001,0.08845254761904763,0.047172064976174,0.045690852649589914
7,1,Jeffrey Ross,percent,0.4962,0.5038,0.4823493453844886,0.510056489364557,5000,2481,2519,Uncertain,0.009999000000000001,0.11209672751322748,0.05114218319864674,0.04730154309470451
7,2,Kim Kardashian,percent,0.7276,0.2724,0.7150885999775899,0.7397619292637835,5000,3638,1362,Uncertain,0.009999000000000001,0.10489528671328673,0.05454139851014861,0.052339183934837885
7,4,Rocco DiSpirito,percent,0.6112,0.3888,0.5976073525267428,0.6246219042906592,5000,3056,1944,Uncertain,0.009999000000000001,0.1335524937055282,0.06966508174599832,0.0680290184680256
7,5,Toni Braxton,percent,0.7322,0.2678,0.7197510064941107,0.7442924596299968,5000,3661,1339,Uncertain,0.009999000000000001,0.1371797371794872,0.07672113446600631,0.07650407003059437
7,6,Cloris Leachman,percent,0.3694,0.6306,0.3561268626244977,0.3828736684874385,5000,1847,3153,Uncertain,0.009999000000000001,0.1919645714285714,0.09182124757928357,0.08794345549508154
7,7,Susan Lucci,percent,0.7166,0.2834,0.7039460478397762,0.728921371464624,5000,3583,1417,Uncertain,0.009999000000000001,0.1700683605442177,0.10320807360659479,0.1046540963843735
7,8,Maurice Greene,percent,0.573,0.427,0.5592383203095206,0.5866495910903926,5000,2865,2135,Uncertain,0.009999000000000001,0.21176510588235295,0.1300771509189797,0.13263252849940238
7,9,Cody Linley,percent,0.4446,0.5554,0.43087379749444665,0.4584112670047974,5000,2223,2777,Uncertain,0.009999000000000001,0.2711447786069652,0.1701890564160859,0.17406443506676247
8,2,Belinda Carlisle,percent,0.7994,0.2006,0.7880721344169085,0.8102681487767082,5000,3997,1003,Uncertain,0.009999000000000001,0.08592177939042094,0.045171767413483624,0.04345595870354943
8,3,Denise Richards,percent,0.7396,0.2604,0.727254950069367,0.7515771536487044,5000,3698,1302,Uncertain,0.009999000000000001,0.10367470734908138,0.05130951758833739,0.04840290006928656
8,4,Steve Wozniak,percent,0.5288,0.4712,0.5149469010780029,0.5426088776660726,5000,2644,2356,Uncertain,0.009999000000000001,0.142801852892562,0.06151661459384527,0.05592597162437399
8,4,Holly Madison,percent,0.7862,0.2138,0.7746182467743629,0.7973423044948861,5000,3931,1069,Uncertain,0.009999000000000001,0.12792581983471077,0.06114752687137118,0.057541188099776173
8,5,David Alan Grier,percent,0.7836,0.2164,0.771970339229363,0.7947942042366013,5000,3918,1082,Uncertain,0.009999000000000001,0.1174605396825397,0.06603502971128392,0.06676766201182432
8,6,Steve-O,percent,0.4906,0.5094,0.4767556914822727,0.5044587418443138,5000,2453,2547,Uncertain,0.009999000000000001,0.16397874462365594,0.07943331021227142,0.0758189423465494
8,7,Lawrence Taylor,percent,0.5446,0.4554,0.5307669705663961,0.5583645479053317,5000,2723,2277,Uncertain,0.009999000000000001,0.170329956043956,0.09139404418136299,0.09045931369634796
8,8,Chuck Wicks,percent,0.6874,0.3126,0.6744112255321201,0.7001010292123148,5000,3437,1563,Uncertain,0.009999000000000001,0.1698721282051282,0.10359174823862259,0.10602950906545158
8,9,Lil' Kim,percent,0.6268,0.3732,0.6133012242208565,0.640104079416253,5000,3134,1866,Uncertain,0.009999000000000001,0.2052438456928839,0.12912854868785922,0.13116481413877307
8,10,Ty Murray,percent,0.392,0.608,0.37855573462601627,0.4056100950837013,5000,1960,3040,Uncertain,0.009999000000000001,0.2808224178082192,0.17247481813149657,0.17417956216973834
